"time-symp-to-hosp","dev-len-hospstay","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","death-prob-home-70","death-prob-home-80","dev-ventdeath-mid","prob-icu-vent","mean-time-vent","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","contact-rate-postld-10","contact-rate-postld-20","contact-rate-postld-30","contact-rate-postld-40","contact-rate-postld-50","contact-rate-postld-60","contact-rate-postld-70","contact-rate-postld-80","firstlockdown-endday","rr.1"
3.9766033124729,1.10841168539346,1.10603154250202,1.334046034522,173.211153658942,0.0330395095838752,0.0323785879067212,0.0558965522797152,0.0801124768459294,0.106326255996318,0.20445913869879,0.301984607351136,0.212269842982605,0.106087603332098,0.330303394380993,0.725435036829457,0.768529209098238,7.16910273213769,1.89431666377099,3.27353272270407,3.40794615158485,2.89124138942693,2.31339770327391,1.75447714363172,1.8794083581284,5.03027280863989,1.46489047905171,1.67126382343365,1.13887401862266,0.814057783232103,0.585864919011673,0.359742488641483,0.267062625645861,0.59700347121703,133.445533108718,0.828123433243122
3.95537361184564,1.1086861199358,1.09765483295226,1.32940235171472,172.76119330473,0.0329999654155466,0.0324363332783298,0.055915696750039,0.0800841631090733,0.10626834925204,0.204421401175077,0.301906813286715,0.212835355143207,0.105262207318017,0.330872906488086,0.722760600382877,0.767814187351956,7.13645533122527,1.7529554701136,3.38296904544951,3.46283143596708,2.85075368923739,2.32313981809332,1.77555087657543,1.87556888218279,4.94964105060489,1.4353857756268,1.72641707829818,1.15133967953733,0.822332460360549,0.581669163184847,0.366315127172145,0.291066890819394,0.606082445748699,133.468783977403,0.824033128477333
3.95007906956593,1.107551967433,1.10398745594883,1.31117270178322,172.918246297076,0.0331076559993663,0.0325523361841173,0.0559379528486161,0.0801760212283814,0.106012690460799,0.204491668217994,0.301843589824978,0.213279858500673,0.109842194659832,0.329038769578929,0.716763556346183,0.766493751174523,7.18569144399649,1.7903420795978,3.34521281954699,3.38412781880626,2.88115504523232,2.30913167408751,1.73396875521663,1.90179380126856,5.00098982825282,1.40745900875071,1.76082273505814,1.15633484384653,0.848571464413403,0.607554650685105,0.368010052469681,0.276063291224099,0.60335491191327,133.45678653815,0.856953204144144
3.94786865772972,1.1073450210609,1.11261720200663,1.29758337523941,172.898288736448,0.0330712046502533,0.0326226525436432,0.055931230784518,0.0801806944290252,0.105880559513532,0.204828306570307,0.302090651299708,0.213109332165513,0.11115453313979,0.331228775658508,0.698698460098903,0.766640665841302,7.06468149676346,1.75407600377515,3.31368439401307,3.30736286595885,2.88360289289461,2.2838602858704,1.71848314533403,1.83498133963686,4.88188558586669,1.44721618987925,1.67328172979181,1.14098979986672,0.808247906880343,0.584616376341967,0.36304613382407,0.274234791686789,0.585163262945891,133.419555357445,0.820982130941179
3.93273697730914,1.10757314399931,1.13586410403281,1.31681384693771,173.712267948998,0.0331103293482358,0.0326050354793707,0.0558386250145567,0.0802270154326793,0.105855214720037,0.204990829988395,0.302284579717965,0.212699242608944,0.113596959002814,0.331148549723156,0.708048397936789,0.766391460122972,7.10124185765294,1.80307482575239,3.33818194822172,3.36504336601634,2.86365385045067,2.25883262339285,1.74136910157933,1.85578616692648,4.93061445422717,1.49656264337217,1.7072636469684,1.12494844119504,0.817311333582878,0.579081561993964,0.38133617555542,0.268630807224116,0.571928283964992,133.426603477793,0.802887337810922
3.92047040365287,1.10859842065521,1.13832754225894,1.30672620870553,173.005604093737,0.0330446167703138,0.0326047625973626,0.055760043254193,0.0802281910537921,0.105559609195257,0.204929604552648,0.302140552248485,0.212701408817713,0.109875829596738,0.332142344292854,0.714815263872769,0.768809203972525,7.00765854600446,1.69038916307619,3.33165928322321,3.32284152495811,2.86635746695672,2.25359730672451,1.71015051139197,1.84802491826267,4.98279370581101,1.49684469758056,1.73438691802122,1.18162546391061,0.820146460572186,0.591943354741613,0.368895864385774,0.288486317741954,0.589203777245246,133.529269537799,0.832288390203906
3.9130163457274,1.109457577762,1.16274089442518,1.30733005803264,172.487943532659,0.0331296960983625,0.0325812536205122,0.0556886384945429,0.0802109843954619,0.105446209422919,0.204681441534033,0.302115121702055,0.212117013016492,0.110860687880083,0.332642949793657,0.704212373463762,0.770848106633528,7.02238090696407,1.799382302348,3.36456255973002,3.40484814997934,2.90766700664018,2.3036473493197,1.75028225258661,1.86752885167932,5.01702630468322,1.42519497049875,1.72873647118624,1.16375222736505,0.806309404041575,0.59417150271176,0.359662712324697,0.276570511733349,0.601573448789275,133.494253320416,0.867303845502607
3.90030572932092,1.11082837319236,1.1561225491699,1.28895437675736,172.631532240684,0.0330565891898807,0.0325918513238192,0.0557074226127486,0.0802311547255638,0.105468427656391,0.204646216674071,0.302159249028291,0.212379996973258,0.108052304805795,0.329400197572112,0.713636060798954,0.770372695024454,7.02995487739924,1.86033889033699,3.33391855271204,3.38241648420239,2.92504528546868,2.33129021799201,1.76493334017373,1.86281064457004,5.02977797425934,1.43794047671893,1.68999497469314,1.1438942274248,0.796727422247903,0.565235527330335,0.341719374466846,0.26061270618468,0.601777839165262,133.523698795104,0.832033917769944
3.87820200675197,1.11038471000574,1.14524069324844,1.26610917434157,172.626070343448,0.0331645638478313,0.0325814938461004,0.055685842420432,0.0803258815489975,0.105271494318382,0.204700850951682,0.302247084784504,0.213252617644653,0.109921180770027,0.332019229943378,0.719414612733571,0.771170546364754,7.09285402033777,1.8133002122585,3.33940221702244,3.35592726587632,2.89835975267299,2.27395734800706,1.74280729696324,1.85049253099751,4.95969217575791,1.38156485204026,1.64339846958517,1.12915696567194,0.773873676246975,0.578877422988823,0.343919979358873,0.26974308250945,0.58313270458239,133.599434112523,0.856004393023367
3.88109086718822,1.11049915873024,1.14378266362895,1.24885464468788,172.614351160269,0.0333191698056224,0.0325375340910149,0.0556848551491943,0.0802511201275368,0.105078015495568,0.204773005684227,0.302305048681796,0.213222076862787,0.109497755133308,0.336964085751623,0.71746336000311,0.770469086514641,7.07535833559942,1.80045482419847,3.27491343836927,3.32757517978043,2.8340140969943,2.25901474349945,1.71181956054319,1.860894811659,4.87597760992371,1.54136743738591,1.71696689824447,1.18666881508963,0.799098437900779,0.604194194301109,0.372897538484046,0.27747770426253,0.618338925658171,133.626444544376,0.807238888632132
