date,daynum,month ,day,cumulative_confirmed_cases,new_confirmed_cases,cumulative_deaths,new_deaths,hospitalized_currently,hospitalized_cumulative,InICU_currently,InICU_cumulative,OnVentilator_Currently,OnVentilator_Cumulative,Recovered_Cumulative,cumulative_confirmed_cases_0_9,cumulative_confirmed_cases_10_19,cumulative_confirmed_cases_20_29,cumulative_confirmed_cases_30_39,cumulative_confirmed_cases_40_49,cumulative_confirmed_cases_50_59,cumulative_confirmed_cases_60_69,cumulative_confirmed_cases_70_79,cumulative_confirmed_cases_80plus,cumulative_confirmed_hospitalizations_0_9,cumulative_confirmed_hospitalizations_10_19,cumulative_confirmed_hospitalizations_20_29,cumulative_confirmed_hospitalizations_30_39,cumulative_confirmed_hospitalizations_40_49,cumulative_confirmed_hospitalizations_50_59,cumulative_confirmed_hospitalizations_60_69,cumulative_confirmed_hospitalizations_70_79,cumulative_confirmed_hospitalizations_80plus,cumulative_confirmed_deaths_0_9,cumulative_confirmed_deaths_10_19,cumulative_confirmed_deaths_20_29,cumulative_confirmed_deaths_30_39,cumulative_confirmed_deaths_40_49,cumulative_confirmed_deaths_50_59,cumulative_confirmed_deaths_60_69,cumulative_confirmed_deaths_70_79,cumulative_confirmed_deaths_80plus,Cumulative_hospital_deaths,Cumulative_hospital_discharges,Cumulative_hospice_deaths,Cumulative_LTL_deaths,Cumulative_residence_deaths
7/20/2020,202,7,20,98872,708,7249,8,706,,,,92,,,1748,4683,16080,15402,14035,16274,13071,8458,11863,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/21/2020,203,7,21,99875,1003,7262,13,736,,,,92,,,1767,4776,16321,15566,14147,16414,13168,8533,11949,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/22/2020,204,7,22,100483,608,7274,12,735,,,,93,,,1778,4837,16465,15663,14236,16499,13231,8571,11992,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/23/2020,205,7,23,101408,925,7289,15,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/24/2020,206,7,24,102602,1194,7300,11,736,,,,89,,,1832,5081,16993,16009,14529,16777,13433,8705,12088,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/25/2020,207,7,25,104401,1799,7316,16,709,,,,95,,,1868,5207,17253,16182,14675,16911,13514,8765,12127,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/26/2020,208,7,26,NA,NA,7327,11,NA,,,,NA,,,1897,5300,17424,16306,14778,17027,13592,8820,12156,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/27/2020,209,7,27,105228,NA,7339,12,704,,,,93,,,1925,5402,17631,16429,14897,17136,13670,8853,12196,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/28/2020,210,7,28,106331,1103,7355,16,716,,,,93,,,1963,5526,17880,16609,15031,17331,13763,8912,12244,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/29/2020,211,7,29,107138,807,7370,15,756,,,,104,,,2001,5605,18040,16732,15126,17468,13845,8971,12306,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/30/2020,212,7,30,107958,820,7380,10,756,,,,104,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7/31/2020,213,7,31,108907,949,7403,23,522,,,,89,,,2054,5807,18435,17015,15362,17716,14016,9083,12436,,,,,,,,,,0,0,11,24,117,365,989,1544,4136,3656,,164,3132,234
8/1/2020,214,8,1,109779,872,7416,13,579,,,,89,,,2082,5906,18633,17141,15482,17850,14114,9138,12463,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/2/2020,215,8,2,110416,637,7434,18,564,,,,90,,,2107,5968,18776,17233,15586,17944,14184,9169,12496,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/3/2020,216,8,3,110970,554,7454,20,585,,,,103,,,2125,6037,18917,17324,15663,18020,14224,9191,12527,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/4/2020,217,8,4,111780,810,7464,10,656,,,,100,,,2153,6133,19093,17457,15775,18141,14302,9247,12580,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/5/2020,218,8,5,112462,682,7484,20,639,,,,102,,,2175,6204,19246,17551,15899,18235,14376,9283,12617,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/6/2020,219,8,6,113241,779,7504,20,663,,,,98,,,2215,6276,19402,17673,15988,18368,14477,9330,12664,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/7/2020,220,8,7,113969,728,7539,35,651,,,,99,,,2239,6351,19559,17795,16091,18489,14552,9359,12716,,,,,,,,,,0,0,11,25,119,371,1010,1561,4197,3720,,166,3163,245
8/8/2020,221,8,8,114755,786,7553,14,634,,,,106,,,2270,6430,19720,17924,16193,18619,14626,9411,12771,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/9/2020,222,8,9,115505,750,7573,20,600,,,,103,,,2302,6502,19878,18042,16305,18732,14708,9456,12799,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/10/2020,223,8,10,116098,593,7596,23,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/11/2020,224,8,11,116925,827,7612,16,598,,,,98,,,2327,6688,20187,18262,16495,18953,14834,9537,12870,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/12/2020,225,8,12,117739,814,7632,20,606,,,,96,,,2356,6795,20356,18389,16612,19077,14929,9589,12901,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/13/2020,226,8,13,118731,992,7651,19,601,,,,99,,,2380,6914,20568,18536,16747,19245,15024,9640,12941,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/14/2020,227,8,14,119512,781,7665,14,585,,,,103,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,11,27,121,380,1035,1592,4276,3796,,169,3225,252
8/15/2020,228,8,15,120346,834,7676,11,572,,,,99,,,2433,7119,20897,18811,16949,19488,15216,9731,13029,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/16/2020,229,8,16,120986,640,7691,15,559,,,,99,,,2460,7192,21015,18918,17044,19593,15296,9762,13053,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/17/2020,230,8,17,121354,368,7700,9,560,,,,95,,,2477,7246,21075,18976,17085,19649,15344,9787,13078,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/18/2020,231,8,18,122050,696,7719,19,548,,,,94,,,2498,7339,21217,19083,17217,19740,15417,9828,13112,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/19/2020,232,8,19,122605,555,7731,12,548,,,,94,,,2506,7394,21351,19157,17292,19836,15478,9856,13152,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/20/2020,233,8,20,123364,759,7751,20,548,,,,94,,,2541,7470,21511,19285,17402,19933,15564,9912,13195,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/21/2020,234,8,21,124031,667,7763,12,510,,,,93,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,11,28,123,387,1050,1626,4329,3859,,170,3267,259
8/22/2020,235,8,22,124802,771,7772,9,487,,,,84,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/23/2020,236,8,23,125407,605,7784,12,501,,,,75,,,2611,7720,21932,19607,17651,20239,15804,10025,13332,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/24/2020,237,8,24,125822,415,7801,17,518,,,,71,,,2624,7759,22044,19663,17704,20297,15849,10046,13361,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/25/2020,238,8,25,126350,528,7816,15,543,,,,82,,,2642,7819,22159,19750,17772,20365,15897,10086,13418,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/26/2020,239,8,26,126835,485,7825,9,537,,,,80,,,2668,7875,22261,19815,17833,20448,15943,10118,13449,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/27/2020,240,8,27,127430,595,7838,13,NA,,,,NA,,,2668,7957,22393,19894,17899,20534,16020,10155,13485,,,,,,,,,,0,0,11,28,NA,NA,NA,NA,NA,,,,,
8/28/2020,241,8,28,128250,820,7855,17,526,,,,80,,,2715,8059,22584,19997,17994,20639,16107,10225,13545,,,,,,,,,,0,0,11,28,125,391,1062,1651,4383,3916,,171,3303,262
8/29/2020,242,8,29,129056,806,7871,16,509,,,,78,,,2738,8191,22819,20120,18072,20737,16178,10276,13576,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/30/2020,243,8,30,129703,647,7883,12,499,,,,72,,,2738,8191,22819,20120,18072,20737,16178,10276,13576,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
8/31/2020,244,8,31,130211,508,7900,17,505,,,,78,,,2782,8377,23158,20280,18201,20849,16274,10338,13638,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
9/1/2020,245,9,1,130961,750,7906,6,528,,,,73,,,2806,8474,23351,20410,18286,20939,16334,10388,13678,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
9/2/2020,246,9,2,131752,791,7923,17,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
9/3/2020,247,9,3,132874,1122,7931,8,530,,,,70,,,2841,8834,23917,20666,18454,21162,16498,10484,13785,,,,,,,,,,0,0,11,NA,NA,NA,NA,NA,NA,,,,,
9/4/2020,248,9,4,133731,857,7942,11,497,,,,66,,,2859,9020,24149,20763,18540,21252,16565,10534,13849,,,,,,,,,,0,0,11,29,126,394,1077,1671,4430,3972,,172,3392,266
9/5/2020,249,9,5,134643,912,7953,11,505,,,,66,,,2877,9247,24405,20882,18640,21345,16627,10584,13888,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/6/2020,250,9,6,135324,681,7967,14,490,,,,64,,,2886,9378,24592,20957,18696,21420,16705,10631,13921,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/7/2020,251,9,7,135862,538,7977,10,496,,,,57,,,2900,9498,24759,21014,18741,21463,16746,10660,13951,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/8/2020,252,9,8,136345,483,7991,14,514,,,,63,,,2908,9610,24877,21069,18798,21527,16777,10683,13979,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/9/2020,253,9,9,137241,896,8006,15,492,,,,60,,,2925,9868,25177,21138,18870,21598,16846,10714,14023,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/10/2020,254,9,10,137803,562,8023,17,488,,,,60,,,2939,9977,25342,21205,18928,21671,16887,10749,14044,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9/11/2020,255,9,11,138759,956,8034,11,491,,,,64,,,2966,10209,25657,21291,19006,21782,16949,10791,14099,,,,,,,,,,0,0,13,30,130,402,1088,1693,4477,4029,,173,3356,276
9/12/2020,256,9,12,139623,864,8047,13,470,,,,63,,,2981,10380,25918,21406,19119,21878,17028,10827,14133,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/13/2020,257,9,13,140237,614,8060,13,NA,,,,NA,,,2981,10380,25918,21406,19119,21878,17028,10827,14133,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/14/2020,258,9,14,140842,605,8075,15,472,,,,59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/15/2020,259,9,15,141950,1108,8090,15,483,,,,61,,,3037,10837,26719,21644,19320,22130,17224,10937,14230,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/16/2020,260,9,16,142666,716,8101,11,488,,,,60,,,3056,10946,26941,21732,19400,22229,17278,10984,14288,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/17/2020,261,9,17,143552,886,8110,9,459,,,,54,,,3086,11091,27240,21846,19495,22324,17361,11029,14316,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/18/2020,262,9,18,144228,676,8121,11,NA,,,,NA,,,3121,11214,27411,21937,19579,22418,17432,11073,14363,,,,,,,,,,0,0,14,30,131,410,1102,1708,4535,4077,,175,3397,282
9/19/2020,263,9,19,145335,1107,8131,10,NA,,,,NA,,,3150,11435,27713,22089,19689,22546,17534,11133,14420,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/20/2020,264,9,20,146057,722,8146,15,400,,,,49,,,3179,11591,27944,22148,19746,22619,17594,11174,14448,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/21/2020,265,9,21,146281,224,8157,11,418,,,,59,,,3202,11797,28345,22238,19827,22717,17687,11222,14477,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/22/2020,266,9,22,147070,789,8172,15,429,,,,58,,,3226,11948,28525,22341,19923,22831,17767,11288,14561,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/23/2020,267,9,23,147862,792,8184,12,421,,,,54,,,3226,11948,28525,22341,19923,22831,17767,11288,14561,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/24/2020,268,9,24,148658,796,8195,11,422,,,,53,,,3244,12112,28746,22457,20012,22933,17835,11326,14597,,,,,,,,,,0,0,14,30,NA,NA,NA,NA,NA,,,,,
9/25/2020,269,9,25,149410,752,8212,17,435,,,,58,,,3267,12215,28943,22556,20104,23026,17916,11378,14663,,,,,,,,,,0,0,14,30,134,416,1118,1736,4629,4123,,177,3491,287
9/26/2020,270,9,26,150393,983,8221,9,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/27/2020,271,9,27,151299,906,8233,12,462,,,,56,,,3314,12567,29482,22751,20312,23253,18082,11484,14770,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/28/2020,272,9,28,151944,645,8249,16,481,,,,64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/29/2020,273,9,29,152868,924,8269,20,507,,,,63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
9/30/2020,274,9,30,153924,1056,8291,22,539,,,,66,,,3382,12985,30211,23124,20624,23594,18229,11637,14934,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
10/1/2020,275,10,1,154822,898,8312,21,558,,,,60,,,3412,13122,30496,23306,20754,23726,18456,11711,15013,,,,,,,,,,0,0,NA,30,NA,NA,NA,NA,NA,,,,,
10/2/2020,276,10,2,155906,1084,8327,15,561,,,,63,,,3448,13284,30782,23463,20872,23862,18569,11780,15097,,,,,,,,,,0,0,15,30,135,421,1127,1760,4687,4173,,178,3533,292
10/3/2020,277,10,3,NA,NA,8340,13,573,,,,64,,,3448,13284,30782,23463,20872,23862,18569,11780,15097,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/4/2020,278,10,4,158001,NA,8360,20,603,,,,70,,,3522,13619,31317,23758,21120,24147,18786,11902,15236,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/5/2020,279,10,5,158663,662,8383,23,NA,,,,NA,,,3543,13714,31455,23841,21174,24236,18857,11955,15304,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/6/2020,280,10,6,159590,927,8398,15,633,,,,74,,,3563,13879,31707,23976,21284,24353,18968,12019,15365,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/7/2020,281,10,7,160772,1182,8419,21,657,,,,80,,,3584,14026,32005,24145,21449,24523,19108,12103,15479,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/8/2020,282,10,8,162063,1291,8438,19,687,,,,76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/9/2020,283,10,9,163321,1258,8456,18,734,,,,92,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,32,139,425,1145,1781,4765,4245,,181,3579,300
10/10/2020,284,10,10,164962,1641,8482,26,NA,,,,NA,,,3789,14829,33177,24908,22194,25278,19693,12423,15784,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/11/2020,285,10,11,166081,1119,8498,16,706,,,,90,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/12/2020,286,10,12,167068,987,8514,16,725,,,,81,,,3828,14943,33443,25051,22324,25439,19795,12504,15836,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/13/2020,287,10,13,168253,1185,8529,15,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/14/2020,288,10,14,169350,1097,8555,26,NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10/15/2020,289,10,15,170794,1444,8583,28,799,,,,94,,,3982,15359,34331,25651,22866,26049,20254,12801,16087,,,,,,,,,,0,0,17,34,143,428,1163,1808,4860,4320,,181,3645,307
10/16/2020,290,10,16,172169,1375,8604,21,830,,,,80,,,4045,15546,34652,25848,23056,26277,20407,12920,16194,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/17/2020,291,10,17,173850,1681,8626,22,847,,,,92,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/18/2020,292,10,18,175048,1198,8649,23,841,,,,93,,,4147,15885,35247,26266,23457,26752,20757,13156,16404,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/19/2020,293,10,19,176054,1006,8676,27,870,,,,89,,,4185,16003,35432,26422,23617,26920,20887,13235,16474,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/20/2020,294,10,20,177409,1355,8699,23,918,,,,94,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/21/2020,295,10,21,178648,1239,8725,26,966,,,,104,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/22/2020,296,10,22,180483,1835,8745,20,1042,,,,110,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/23/2020,297,10,23,182436,1953,8767,22,1068,,,,122,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/24/2020,298,10,24,184299,1863,8786,19,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/25/2020,299,10,25,185866,1567,8802,16,1104,,,,115,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,0,17,34,146,435,1179,1845,4965,4406,,182,3719,314
10/26/2020,300,10,26,187176,1310,8820,18,1138,,,,108,,,4641,17331,37672,28231,25334,28722,22362,14052,17216,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/27/2020,301,10,27,189649,2473,8844,24,1170,,,,110,,,4742,17598,38169,28710,25732,29100,22661,14223,17377,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/28/2020,302,10,28,191646,1997,8879,35,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/29/2020,303,10,29,193611,1965,8904,25,1229,,,,127,,,4912,18038,38975,29403,26298,29785,23204,14524,17602,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10/30/2020,304,10,30,195944,2333,8926,22,1253,,,,131,,,4982,18319,39438,29834,26665,30187,23503,14701,17752,,,,,,,,,,0,0,17,36,149,438,1197,1878,5064,4505,,184,3767,323
10/31/2020,305,10,31,198163,2219,8949,23,1259,,,,120,,,5071,18571,39941,30219,27003,30529,23788,14850,17917,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/1/2020,306,11,1,199891,1728,8975,26,1267,,,,120,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/2/2020,307,11,2,201764,1873,9005,30,1352,,,,124,,,5233,18956,40642,30824,27557,31111,24254,15121,18158,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/3/2020,308,11,3,204363,2599,9027,22,1417,,,,134,,,5334,19225,41193,31307,27942,31530,24574,15337,18289,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/4/2020,309,11,4,206800,2437,9049,22,1531,,,,139,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/5/2020,310,11,5,209348,2548,9076,27,1599,,,,147,,,5506,19725,42251,32195,28751,32392,25211,15721,18674,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
11/6/2020,311,11,6,212258,2910,9082,6,1597,,,,149,,,5648,20123,42912,32703,29197,32892,25556,15924,18856,,,,,,,,,,0,0,17,37,151,444,1218,1929,5175,4610,,186,3841,333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
