"V1","V2","V3","V4","V5","V6"
-6696.57168660106,-6682.34605053193,-6695.46786085201,-6706.12733128624,-6701.34614178916,-6717.51200801268
-6676.64758853944,-6677.14571522236,-6679.76491092631,-6697.20669931731,-6690.34435981031,-6707.35784800177
-6678.3776804169,-6681.47952064643,-6690.36895417039,-6709.93484959157,-6701.16388276987,-6697.0828614786
-6702.65452850074,-6670.80716949766,-6687.40424709606,-6704.10420210126,-6689.8590709281,-6713.63876554066
-6686.57077880022,-6685.8627850325,-6696.23148816719,-6709.31150571603,-6688.75897717349,-6728.73949251939
-6691.55514858381,-6673.56231646931,-6699.09053688331,-6686.67869173509,-6706.90836899002,-6695.63871678268
-6687.93913684248,-6689.80275989116,-6699.17300340852,-6710.41120376232,-6693.7501434821,-6704.04454414149
-6690.32905129368,-6702.53404131022,-6698.34500150246,-6704.89879262317,-6700.94794873053,-6703.91235595369
-6685.32415846874,-6690.50745400381,-6697.74982093724,-6708.28136811158,-6718.70046968752,-6701.1265475293
-6683.07245852456,-6678.33167798467,-6691.8302271774,-6712.31099703311,-6698.79311001617,-6697.54139573112
-6676.51946349911,-6686.22671758447,-6693.85181858286,-6710.44147415411,-6699.21142090043,-6703.2409504131
-6683.04295232113,-6671.35909264682,-6692.36931899011,-6708.0247555679,-6716.82869757624,-6705.28966913738
-6687.92582549999,-6687.3244678155,-6687.68495072468,-6706.75807516596,-6690.99194467826,-6689.71926261185
-6677.71932458452,-6687.44568525063,-6691.87833274858,-6697.35470048024,-6709.33844429729,-6705.54210634261
-6692.84746933833,-6680.08998816691,-6692.27836068276,-6707.57828490269,-6703.48146325288,-6702.40322457104
-6673.61190199031,-6708.08594065349,-6692.13998805952,-6693.73370521288,-6703.96142593907,-6706.9144804462
-6709.0439912882,-6688.72633632066,-6725.81558786586,-6713.57132665045,-6703.32065742718,-6704.92337424326
-6696.8369745189,-6690.30573526352,-6693.40474337019,-6706.47848044957,-6696.99093829565,-6695.69690272602
-6693.12322198102,-6702.72859807775,-6701.60369054837,-6683.45266172346,-6691.69289227866,-6695.41846741485
-6698.04980166358,-6705.24297699247,-6693.92215678416,-6690.3152400473,-6701.54359549627,-6701.45507454353
-6703.85825877298,-6688.85713423844,-6687.75018713842,-6682.54123335329,-6690.27797802889,-6700.11251254108
-6692.13539838193,-6686.69156574127,-6681.55065894478,-6691.71035202009,-6710.8644754673,-6713.65276343158
-6678.21088286268,-6684.3472592112,-6703.48128175761,-6687.79771941756,-6709.5854934862,-6717.20396190132
-6699.5019489158,-6678.62517114309,-6685.44125097275,-6690.50276597135,-6711.10699970234,-6708.42631400133
-6682.56026097389,-6681.00082980619,-6698.46087284955,-6710.93431621627,-6681.42218094681,-6704.59701214368
-6681.27195116521,-6690.82999430842,-6690.31238965368,-6703.47078326893,-6681.96702963457,-6707.52021769094
-6692.42888087722,-6684.45434796705,-6687.68128041548,-6699.80036633639,-6701.53153885461,-6707.16477191734
-6684.94893091612,-6685.99985452986,-6699.92203738378,-6700.59231952027,-6700.81760029358,-6728.31623132273
-6702.79782913176,-6674.20789226007,-6691.58566508366,-6702.44186641846,-6704.48391979148,-6700.43817743014
-6695.22721647893,-6686.66455850971,-6692.97352445282,-6698.36369278719,-6703.14339767599,-6705.90149237896
-6690.23352955957,-6692.58713648669,-6692.6647564829,-6705.159920341,-6697.04235183975,-6707.33921716087
-6685.33825994839,-6682.64873157673,-6703.29969217938,-6705.68780506192,-6698.44017665193,-6703.91917858164
-6679.97770953206,-6706.93819908464,-6702.16771168874,-6711.16847215957,-6710.9541529744,-6695.88067473613
-6678.33941160411,-6677.44717283771,-6697.08631873537,-6706.91069346742,-6691.75650702051,-6696.59003629693
-6680.97570800492,-6686.05690363832,-6690.39819167598,-6713.83389175045,-6708.80744804645,-6732.91262335505
-6677.92265834483,-6719.10089117341,-6697.29232038318,-6702.07420342285,-6720.70615439149,-6699.70178270289
-6684.18734851436,-6682.09726095886,-6699.55717042713,-6697.58427078288,-6693.24907090573,-6709.13929806858
-6682.93135760233,-6689.21220567527,-6685.81515188967,-6712.50381505231,-6700.43492809805,-6697.77268463691
-6686.50666343627,-6698.69352977293,-6680.6657226885,-6702.9508681191,-6716.18753434389,-6705.62056200496
-6700.76482153627,-6688.87915027248,-6680.5402232907,-6702.89010847514,-6730.88407950597,-6709.15078416434
-6721.62526430106,-6690.29682838689,-6686.10755653615,-6699.00039261287,-6722.94149886967,-6696.20383290222
-6679.35170415562,-6688.84941682006,-6689.79901245199,-6718.6419023158,-6698.34516539056,-6727.22232954602
-6689.54628833474,-6685.97825277646,-6690.54558353392,-6686.50046271085,-6714.6371765098,-6699.60088787055
-6686.82481261107,-6686.11377292899,-6678.74714837859,-6688.70693812094,-6709.33391805974,-6693.32847828437
-6684.55182521922,-6691.36890034265,-6693.54679815694,-6702.0965592556,-6709.41600810839,-6703.11761120945
-6696.00772082561,-6689.17614432446,-6715.04332604577,-6700.51211191274,-6704.12240407352,-6710.2015430226
-6687.57213394187,-6702.67943791177,-6672.45563090293,-6708.23026725782,-6710.81295280849,-6695.32661015084
-6683.12172387332,-6684.1047467139,-6685.59019360014,-6708.76267146291,-6686.6055785046,-6713.04167294691
-6685.8872927657,-6694.04729704184,-6679.82827935339,-6713.94310852182,-6722.31311870709,-6694.71576111905
-6690.56257704886,-6696.54738177313,-6682.85388921691,-6688.29577456817,-6720.65593535192,-6721.57363610606
-6694.34417068497,-6689.73533650448,-6686.08908598666,-6698.55557118878,-6706.18057643328,-6709.80861179167
-6675.21197881331,-6701.717116672,-6699.46659253753,-6698.26405806418,-6715.60833680602,-6697.47954067535
-6691.73030231956,-6681.35230632836,-6710.51336263674,-6704.86492356885,-6706.19595406447,-6696.9105479716
-6694.57544763468,-6683.75361225966,-6685.1730174639,-6708.67384238864,-6696.23780586333,-6712.97234716091
-6687.55209914062,-6686.3857365687,-6689.00288641399,-6700.38007374235,-6691.80232551106,-6719.07949830063
-6678.79067976943,-6688.66737284009,-6691.82379658259,-6693.21634860647,-6694.25847186855,-6700.40474945362
-6685.33415924874,-6692.08590853334,-6681.79450132729,-6690.95363909543,-6710.8511088715,-6717.60281651619
-6671.32348781597,-6690.87652654482,-6683.94355400139,-6703.69667293155,-6697.53411067839,-6698.05984100956
-6673.99755835421,-6673.3733958318,-6703.49005734691,-6695.34271865316,-6713.25525680327,-6688.73756857906
-6683.97295070715,-6684.77410336137,-6680.48617618357,-6702.48106983171,-6701.98734541903,-6710.16818462774
-6681.57261578118,-6683.38452797499,-6683.53937269,-6701.77515049792,-6708.70171450802,-6693.11287831206
-6695.24869934081,-6690.61729619585,-6685.15711619906,-6689.21701228655,-6703.93666754952,-6698.07162476725
-6669.63444359099,-6682.67408635483,-6714.37675741101,-6705.30357779169,-6714.98173252311,-6708.71501139809
-6684.71697088791,-6675.70375833362,-6676.23874354522,-6695.01595410461,-6704.13649906467,-6712.86514368155
-6682.03582489697,-6723.44748022114,-6680.78033385612,-6686.64866206111,-6709.46738120475,-6710.07857162116
-6683.27004983787,-6685.35553292431,-6677.5229883367,-6708.57903491899,-6721.83485953219,-6702.92394917114
-6673.18270058267,-6691.52078732441,-6672.64143317255,-6700.46827805781,-6708.83146323744,-6701.05605002488
-6695.94073060515,-6686.18726185138,-6677.02080406564,-6708.39141829194,-6713.9457299143,-6704.05284270985
-6688.87406462442,-6691.12371612921,-6695.06985164755,-6697.0306510428,-6715.86368374702,-6709.28088496833
-6681.23483962575,-6675.67531904161,-6684.80005237886,-6696.69947810386,-6709.44723561719,-6706.9489735129
-6674.67916267149,-6701.58232623721,-6676.59193513798,-6689.77384675516,-6723.01871884924,-6725.15711986689
-6687.40894919365,-6683.43327590825,-6675.13114330875,-6694.18463068135,-6702.75441847953,-6704.36567960499
-6689.03423964831,-6686.02555634471,-6679.38484496162,-6685.65037873468,-6720.15664789163,-6699.66176854022
-6668.17595554228,-6686.72580876881,-6680.00474061944,-6693.88239025802,-6702.46112473389,-6743.00484160751
-6690.54666420782,-6687.26997225868,-6684.98442885397,-6687.07958400262,-6698.66598494261,-6702.87264463799
-6668.84853533649,-6684.95218912519,-6683.8204076376,-6708.71700114542,-6697.94236709379,-6696.92399246146
-6678.48072216934,-6710.9797694541,-6677.91515916034,-6702.39678362314,-6693.23611698494,-6698.67307864646
-6675.69435786811,-6717.10575213991,-6689.0554764487,-6712.19684718696,-6698.68079635249,-6705.5628176568
-6677.80223801931,-6689.01914607911,-6701.65795785939,-6693.03593851297,-6726.53188250063,-6704.85291134694
-6685.62592384899,-6698.82836066506,-6684.13861545547,-6693.6129099012,-6711.24598078203,-6692.62014468667
-6681.33560181057,-6686.98991730748,-6689.75192451708,-6686.84405176649,-6700.0798829675,-6689.74735517679
-6687.96496070904,-6687.83267742744,-6687.5178855269,-6691.69945416376,-6712.26960138845,-6708.09777626979
-6684.01901921976,-6703.7653313134,-6690.89068698783,-6686.87411536408,-6694.9461080049,-6710.04535970274
-6672.1276405003,-6682.82448568442,-6686.39575893901,-6705.00759717389,-6699.57632124069,-6696.60578305132
-6674.89894727915,-6688.47143796407,-6703.18393454669,-6700.27027014356,-6705.36288084185,-6694.72547259364
-6695.63912643057,-6688.31378301223,-6683.93555386267,-6705.380403398,-6701.99000738562,-6711.38745281051
-6684.37501614274,-6719.55948586187,-6695.60648064573,-6699.37195107844,-6727.13969451694,-6694.68489692428
-6691.67789335176,-6689.19549557329,-6681.81608153049,-6703.00589713562,-6711.35653373194,-6692.13666740912
-6692.0776301326,-6681.0187874689,-6691.74698094045,-6697.22864708716,-6702.90473555706,-6712.03542408138
-6675.39708245618,-6685.51887969112,-6708.32782441292,-6699.48912928669,-6694.30072495779,-6692.66374293756
-6692.02623209075,-6688.21773392832,-6694.0124420724,-6697.9805656249,-6690.7681474276,-6722.9957689726
-6693.85707604915,-6688.24094640142,-6694.1644258366,-6696.2276338533,-6696.7469838907,-6707.23578120127
-6685.15489365057,-6702.08560860718,-6682.34389779849,-6688.07604642958,-6694.74733750868,-6711.9490121396
-6680.50934259942,-6689.8441669426,-6682.99491590641,-6683.23269497622,-6708.24080722042,-6703.70931777513
-6678.51940416941,-6691.7343676794,-6682.88276844579,-6689.77007568478,-6705.5315450201,-6713.29057018186
-6695.47872507314,-6683.84892113108,-6688.09490761442,-6692.17028688261,-6688.03175214338,-6705.64818088843
-6690.54872261026,-6698.87680760245,-6687.72468732524,-6730.62327122932,-6698.20735199214,-6694.11574325436
-6680.9933739355,-6690.63710499045,-6690.09053337443,-6689.6012398085,-6708.9750058362,-6702.37130055049
-6686.88759911156,-6691.27385276533,-6680.37756949757,-6680.05107093785,-6704.00070832669,-6701.89768390039
-6687.37365940406,-6687.0994068153,-6683.15058604471,-6690.81430241405,-6700.56818458332,-6693.4527485979
-6686.73177782965,-6694.73567873405,-6685.62917955768,-6689.86954295907,-6727.0960665024,-6697.44516966333
-6674.5207454066,-6676.24015256164,-6686.932348843,-6690.74076650467,-6699.86667323496,-6719.51394880259
-6685.93060670778,-6693.2438408196,-6690.04386743732,-6688.97327614399,-6699.23010025198,-6702.23938460172
-6676.54647454405,-6684.98682264182,-6687.30632113657,-6692.95976437327,-6694.20028196787,-6703.88025903018
-6691.14636705892,-6675.70291767318,-6684.91449747408,-6695.21552562528,-6728.4101375576,-6711.25060522885
-6674.02734816899,-6681.92888904176,-6685.26566194096,-6698.92482778361,-6697.82044343918,-6695.45375019659
-6673.91572402383,-6693.35418500613,-6679.00990755345,-6701.62142518571,-6692.02392262146,-6724.41096905195
-6702.09046888757,-6693.13601425728,-6676.26681058029,-6695.64438004435,-6696.35800391249,-6712.54443902876
-6689.72838061506,-6684.93064577999,-6680.75376365485,-6697.00556105895,-6680.44950374922,-6706.67707483516
-6691.38673666492,-6713.94639663207,-6675.72435004077,-6696.72632956343,-6689.96133774488,-6707.11291525573
-6685.88253387182,-6689.32899270414,-6683.101027734,-6686.31974626714,-6699.84877135054,-6703.28237584803
-6686.43219292683,-6686.59932171312,-6693.15850114952,-6700.75504866842,-6696.84493221882,-6710.34694430035
-6683.38959393382,-6691.58231510092,-6687.75418796978,-6688.95009874767,-6691.8570357851,-6698.39645099301
-6682.45456805176,-6693.91660639408,-6688.21539053903,-6691.40786412637,-6698.64216553595,-6712.07381126925
-6683.95952720513,-6694.86179579246,-6689.73662011544,-6705.97463782151,-6703.52569194454,-6705.75474841636
-6685.03075266892,-6687.44316197278,-6681.45786899341,-6693.57590317208,-6687.61281069193,-6702.68857284309
-6690.8727426063,-6697.55043631118,-6689.2686451688,-6686.82757927453,-6711.2367094388,-6715.42394035538
-6681.28092734099,-6693.99501601166,-6679.11318604635,-6692.3057014834,-6739.03983509399,-6700.1404669027
-6679.77952683414,-6684.35734649549,-6681.81225385659,-6694.03806307239,-6701.83147051421,-6714.192511323
-6681.29942422975,-6686.05127630806,-6692.93778789605,-6696.01740826621,-6717.12966995644,-6700.31728424564
-6681.11547203746,-6689.63405626695,-6695.84571423287,-6693.18255757091,-6701.09542663516,-6719.67990251108
-6690.17179895284,-6721.24584079536,-6679.68343303657,-6687.89562115416,-6689.19963934192,-6701.34390194665
-6684.20525284627,-6704.69673192206,-6695.23423177099,-6703.96006890883,-6694.53683884164,-6703.0914904085
-6688.67982520773,-6688.81321829585,-6695.78991398337,-6695.01823162073,-6701.70554572046,-6710.0335831964
-6690.82680473076,-6685.75983041435,-6684.17819525542,-6714.44958513098,-6726.10335609075,-6698.14878393473
-6685.94171452695,-6686.11849270344,-6693.70037776466,-6698.01714757367,-6739.45033087185,-6718.0324711139
-6683.86992720351,-6689.21157510142,-6691.51507745328,-6694.1044179234,-6698.0831857507,-6722.94960252643
-6690.2073633083,-6688.10410956539,-6688.36652994157,-6691.35026511999,-6717.61667504356,-6713.7107525547
-6695.98675629062,-6692.27978852902,-6699.62973543918,-6702.79184675452,-6699.99195687467,-6713.53806972058
-6698.65495918693,-6681.67065103128,-6689.94962800104,-6700.35117669078,-6702.00827454425,-6698.65735654357
-6711.1866293183,-6690.92129224257,-6682.03648160133,-6686.07631540736,-6709.8000425879,-6705.91825130946
-6684.40059205623,-6684.75529169238,-6688.45903797672,-6695.47262662118,-6704.9497388219,-6699.25243329256
-6698.03072188438,-6691.82039376856,-6686.08662448906,-6697.69439321976,-6712.97784549582,-6700.13298940135
-6689.46017986099,-6679.01699720187,-6680.92036431102,-6691.77837852674,-6704.2985883137,-6714.32212934175
-6696.35442808411,-6687.44178213034,-6678.18656156619,-6713.25064504019,-6685.20431665932,-6691.43357568584
-6678.82240815746,-6683.85168911008,-6693.09665791179,-6714.35951950209,-6684.90375790662,-6707.05743811504
-6689.89682009506,-6685.30958197292,-6693.35530791978,-6696.49509373996,-6695.39770585144,-6709.75381482221
-6701.02984931685,-6684.77386575258,-6680.37049300652,-6692.26954872288,-6699.54741816171,-6700.43264938837
-6688.70551384261,-6681.24962625357,-6688.20092576939,-6701.2906390892,-6713.47856109125,-6699.48311221844
-6703.89014037613,-6706.92663398991,-6696.18785461767,-6693.94704887751,-6709.6670381986,-6702.73237579207
-6702.59603782934,-6675.4514910038,-6677.67871289974,-6683.76454152794,-6718.15590951926,-6704.09860159706
-6686.1651636522,-6718.66378854632,-6681.31245366532,-6702.85863169464,-6696.90066560072,-6717.64193060187
-6690.03659068033,-6675.92800286869,-6692.34351239142,-6695.95683095264,-6695.16578810409,-6702.14472230146
-6693.67048667739,-6696.65238754784,-6695.95591571663,-6707.66657221738,-6700.88878905205,-6716.43715938142
-6694.76097737394,-6683.34620369582,-6686.70890212389,-6703.82143565937,-6695.53898353703,-6704.06355262638
-6705.90589583718,-6681.09331912396,-6687.37841233732,-6708.93333615863,-6698.14043942323,-6702.88667125045
-6691.63236471537,-6687.52941750561,-6687.70655337536,-6693.69676063615,-6716.48356453706,-6699.53287547751
-6691.2619751215,-6685.46999700055,-6687.4868914224,-6699.93230272558,-6708.89160355252,-6699.61539389468
-6692.91791670785,-6694.90876246936,-6701.78216080926,-6695.7197665643,-6685.28116103417,-6705.46238912949
-6677.47503173538,-6687.24520251622,-6695.96510777653,-6693.9431832539,-6691.46645402242,-6693.82280737744
-6696.01129915505,-6685.54637214986,-6681.62000210003,-6690.78774381189,-6698.07302600683,-6705.23530264156
-6678.42306211168,-6691.70573191273,-6674.04352785787,-6701.28938547931,-6702.7634481662,-6701.11727149993
-6697.17285677729,-6694.08705924278,-6687.53770793456,-6704.47491156033,-6702.16743347109,-6698.69266580263
-6682.85400801999,-6683.71972075955,-6687.48146794348,-6703.69408487731,-6690.55909301039,-6716.65931197045
-6682.80552549567,-6705.91513215597,-6677.22325476691,-6702.71777894527,-6703.24543717463,-6704.8056390654
-6673.16782468543,-6678.07229951776,-6680.79448769996,-6693.9932077221,-6685.75447632687,-6707.81068396659
-6680.19923788952,-6688.6451205846,-6691.58730889388,-6706.21081798763,-6701.38853234143,-6715.88434556054
-6707.43695562677,-6675.1891130771,-6689.00571307365,-6719.16126810634,-6703.15215959985,-6694.42851760904
-6686.79205230232,-6682.07211355588,-6673.52106379465,-6706.78452437027,-6692.23251332737,-6707.64061678345
-6691.34661559562,-6690.05672477319,-6669.73663212245,-6692.85402363879,-6697.81622634626,-6703.14342437426
-6695.4939125671,-6682.732809337,-6682.50669337324,-6722.47950929936,-6701.99685306966,-6698.90766888674
-6697.63287225587,-6684.58376176721,-6693.93568231956,-6708.05611997316,-6711.71675193026,-6719.35223285635
-6699.32475467892,-6689.73848945632,-6690.17435291341,-6686.52330068577,-6720.5875298272,-6720.886802637
-6691.07755422768,-6698.8070920621,-6678.92786623544,-6692.66179122494,-6708.94419141197,-6712.49861123063
-6694.9039899983,-6694.15721674368,-6678.49805246016,-6694.51491434406,-6693.10291819338,-6697.28817611245
-6695.6517208176,-6686.42332064494,-6686.07545599334,-6684.34353002135,-6705.36931278963,-6711.94290940609
-6731.74687960847,-6685.57732320459,-6682.77521186521,-6690.02920827688,-6714.68188985435,-6688.10867702869
-6690.86262576114,-6689.99060962725,-6695.61453265903,-6692.13709159043,-6698.10052821469,-6704.51686348645
-6696.8485054205,-6678.66852784309,-6701.48772552738,-6708.48037948416,-6706.20644736649,-6704.91057892137
-6695.83512918387,-6683.57572530477,-6692.19113211979,-6712.90284648465,-6706.37653776678,-6691.86446698141
-6707.92884471125,-6686.36807555848,-6687.67822710885,-6694.68623363567,-6703.87755190918,-6692.96264336283
-6695.23408192489,-6680.89604081721,-6673.04581110073,-6702.04928645738,-6698.10649142267,-6694.79952542047
-6697.65827504822,-6690.95206696281,-6680.36750690781,-6694.70092411445,-6694.8405124911,-6699.91687209553
-6740.96012652928,-6693.92561334768,-6665.7589175353,-6716.1767556042,-6706.98267910581,-6714.33394151236
-6701.83443842597,-6676.56447188223,-6672.53653017012,-6690.8667478064,-6703.36441332451,-6695.63841419626
-6697.51697676738,-6692.61442721732,-6684.37896907181,-6695.48207058914,-6702.408435819,-6685.65142804775
-6697.90726066111,-6688.04649364889,-6666.63972483435,-6690.57912548839,-6722.60488064615,-6705.99193221225
-6709.82818175677,-6693.90499529748,-6680.80510847985,-6727.14142233197,-6696.73055972083,-6701.26119247707
-6698.02937656824,-6687.29709302897,-6674.62502072328,-6687.27949045801,-6702.86201011035,-6691.17992544416
-6697.4005414422,-6674.40013093887,-6678.58016891889,-6693.83533605233,-6721.1140592377,-6700.19904550011
-6686.71059989675,-6680.71144594278,-6691.01586977189,-6704.15807594795,-6693.62029439121,-6704.83738473778
-6686.40268751703,-6681.7628239322,-6690.31317728549,-6710.25140652728,-6711.28766763299,-6697.90410401323
-6691.82917499002,-6681.85441368659,-6715.22228443352,-6698.65265036482,-6699.91189228395,-6693.39719383909
-6683.66601090003,-6682.74816568101,-6697.62862924158,-6701.6667403717,-6690.61857809232,-6696.76508241222
-6691.47937457918,-6688.30285510322,-6680.64035493008,-6699.81860069887,-6709.27721940914,-6698.93958182869
-6689.87200893209,-6681.17602115245,-6692.85256735601,-6695.13743812658,-6704.06826735478,-6692.40921148989
-6693.71133855579,-6720.74034543273,-6677.39029723457,-6689.5060371348,-6702.87674033082,-6707.45861079782
-6687.84869507297,-6683.5195810926,-6683.27726698702,-6684.2268394372,-6713.75569417936,-6741.24001635388
-6695.41052270498,-6697.60378600649,-6690.90936472489,-6705.15569432256,-6718.69617980674,-6700.31324542905
-6683.69098533819,-6700.00678071488,-6687.51812292754,-6703.29442846665,-6733.98357612109,-6694.07661976217
-6697.80769767015,-6676.79935181543,-6681.86238704299,-6702.59330178041,-6700.63508949337,-6701.65954531473
-6681.41004003071,-6688.16656991836,-6687.14521425415,-6689.22396922994,-6715.64520372911,-6715.5896902967
-6716.63822591609,-6682.11223327783,-6684.20058249646,-6710.52876506488,-6709.64514680291,-6705.95195294571
-6696.42177580032,-6689.55097777858,-6713.92599761747,-6682.13802888271,-6714.7612849139,-6704.96532984849
-6684.56225729337,-6702.10366739024,-6677.42767596129,-6686.14545437432,-6730.92816656142,-6711.10759445497
-6711.70445773264,-6690.64358377739,-6685.33024832581,-6688.98975623556,-6690.04651525328,-6704.37896271497
-6709.56188723798,-6690.05215654089,-6707.71281829868,-6705.71496520154,-6706.68452390955,-6717.45674708846
-6682.92757488846,-6682.95223503487,-6697.81839604542,-6706.34442138135,-6726.38815145202,-6700.40017498634
-6689.91240470695,-6695.30154484156,-6687.90430269925,-6684.98580917396,-6712.10978787903,-6713.4832276794
-6678.71873084147,-6682.06101974754,-6688.32488426688,-6721.85614988159,-6693.55705638752,-6708.22173212387
-6682.21708544154,-6681.84698479601,-6693.43188886882,-6707.08314541148,-6702.9278322827,-6732.45547664741
-6683.32257174928,-6690.24617538339,-6678.61461646745,-6698.87975373769,-6697.51531242642,-6695.75087003309
-6683.31195344365,-6676.70885049356,-6684.61675813932,-6701.30144305867,-6701.55301385751,-6721.15985795112
-6688.34569759744,-6691.64088907821,-6681.80798495656,-6697.73806138912,-6712.78231597321,-6696.39913269572
-6689.69213957776,-6705.24304285233,-6697.28445257354,-6699.20215556403,-6699.23623592125,-6710.17153295243
-6674.44233998784,-6684.42081724705,-6685.36773735672,-6681.16196195948,-6683.82499249922,-6697.38965485976
-6678.91092631409,-6682.80889645589,-6681.95629256812,-6691.09794997706,-6696.68629826042,-6696.39205391954
-6680.02343073722,-6676.99372395532,-6697.78477579773,-6689.81420831313,-6695.36998809175,-6707.10074716177
-6684.99138095026,-6678.34662839903,-6687.87679107653,-6704.86390772579,-6690.3867112936,-6702.46365584532
-6700.75769807423,-6688.37686638776,-6687.47717915193,-6688.49445739503,-6716.62098037968,-6706.65469742593
-6698.79176168253,-6699.81662436711,-6689.39767541383,-6704.25020863791,-6704.82279160557,-6705.98432050021
-6698.85585663159,-6703.50358353747,-6688.04279160413,-6691.02425736635,-6707.47283094412,-6702.02696172789
-6698.8523709096,-6686.70737247867,-6687.21142521489,-6693.57763149462,-6697.98208145215,-6705.64604716575
-6696.82815348183,-6686.55789700001,-6702.98366614182,-6690.14424758463,-6716.91287382416,-6697.41066734683
-6695.3142013646,-6700.38531180731,-6682.6699966087,-6688.88749752133,-6711.27587423285,-6693.81516606334
-6693.92344556698,-6687.3838851733,-6686.169231105,-6690.12282584378,-6705.32957046737,-6707.36065616515
-6694.92140041507,-6684.80804673796,-6685.80480087261,-6701.00775166668,-6718.05752764566,-6705.25180678443
-6686.23885028048,-6676.33556147373,-6692.48788539668,-6692.4888518944,-6728.56145029485,-6704.90113067783
-6688.04548985313,-6691.26360946775,-6695.91317789305,-6704.09941355016,-6700.44918048959,-6717.91652196762
-6693.87228706306,-6694.25126217284,-6690.91095314196,-6696.04730921156,-6701.53839294579,-6701.09995826629
-6690.99215321547,-6690.48283460128,-6682.69260667837,-6691.42679534969,-6697.22808678583,-6700.15110834325
-6688.91241696816,-6687.33806842105,-6692.66932607111,-6693.48681142833,-6741.83364834455,-6707.30863117992
-6693.90463191742,-6671.71446450852,-6681.2874845493,-6694.90276958714,-6701.19869998117,-6720.70898240671
-6703.37715436631,-6680.28369801965,-6681.18242147302,-6707.30242315013,-6707.37003069397,-6702.23673396593
-6699.60897163882,-6723.30880695352,-6677.60940396864,-6690.18541706993,-6703.4631041122,-6728.58038102658
-6707.47320059608,-6683.78495751417,-6684.05391102122,-6700.26928185515,-6706.41846145749,-6710.89744825191
-6714.2109544899,-6682.4055591706,-6696.63913335618,-6716.36784663543,-6703.68233758189,-6697.59891294606
-6694.99357267469,-6683.53305292297,-6692.80753510023,-6707.67206037095,-6703.76397550677,-6704.01621254417
-6701.55074074915,-6687.24420448098,-6690.52265827951,-6693.42551281212,-6690.52210433889,-6689.99531954388
-6677.86127433096,-6683.24067677171,-6683.64768999606,-6713.29516853091,-6699.18502948471,-6694.77174955812
-6694.49949489042,-6685.33889958544,-6673.44333042822,-6722.56250940173,-6727.3299649299,-6699.94435937064
-6685.99701326021,-6683.65959498082,-6703.24115245305,-6688.80560375772,-6697.5633196389,-6723.63379822337
-6695.22774226846,-6688.63531725467,-6673.66333386235,-6685.45231336991,-6695.45313202825,-6700.9872436213
-6692.08276897855,-6697.32774066979,-6693.66528684077,-6705.91207365274,-6699.44039483283,-6728.79460231673
-6709.16420454406,-6694.0172433369,-6685.25859346886,-6732.64928576792,-6713.1016752176,-6712.10639511781
-6713.74177017737,-6686.62425869618,-6683.60100154163,-6708.83765803263,-6708.87071745866,-6707.71666022465
-6694.89170545669,-6697.78033410761,-6690.46559729684,-6699.25772615546,-6697.28099640217,-6699.83526693724
-6695.23527482707,-6685.20758645756,-6682.4585954482,-6694.72468364579,-6697.13132097497,-6700.6398735802
-6694.05430294826,-6690.80317593901,-6679.48359578154,-6696.30492207184,-6706.60797582338,-6713.30964308797
-6692.10689209923,-6686.45329050352,-6682.35583438713,-6702.47620235489,-6694.31595680976,-6694.5181189241
-6694.34830614178,-6679.46981903376,-6690.91488050026,-6694.4101808871,-6730.68336866313,-6698.12457882007
-6688.58700171609,-6687.63968668741,-6673.30701595899,-6686.07320368487,-6696.48953562735,-6699.36688680421
-6697.3777060153,-6679.37741009341,-6694.36004271719,-6692.46391262165,-6702.55524326583,-6689.5114324512
-6694.42892955691,-6694.20261983211,-6675.8933615684,-6700.52351436071,-6705.45066394388,-6704.02306019162
-6704.66066047142,-6691.28047908555,-6696.45033379901,-6690.10011687615,-6707.71467389703,-6711.66200479372
-6696.0771007438,-6684.90496114451,-6683.95394386294,-6720.45217523514,-6711.67379230295,-6711.54173754717
-6695.70318451332,-6687.15326213214,-6689.28861819197,-6699.84279157774,-6707.56761508136,-6701.87401568702
-6699.68098965451,-6694.45863524071,-6691.20213080452,-6694.5474936033,-6705.0407143106,-6711.41990692547
-6688.80591398885,-6678.79874021616,-6679.31563158885,-6688.79287062229,-6706.68096462644,-6700.71704186794
-6687.06769419154,-6683.37046904987,-6684.84199817752,-6703.40752278871,-6713.41382463087,-6699.06363153435
-6699.43889184325,-6684.91852475981,-6706.2973258801,-6695.82176352516,-6705.1404421779,-6735.26673383877
-6697.90764034779,-6668.25130831321,-6714.75294445148,-6694.86923501656,-6709.66363642062,-6705.75650235174
-6693.96999888735,-6682.06679248855,-6674.15546839426,-6704.25843245921,-6692.07939241247,-6703.04862799458
-6696.41349946751,-6683.04740061864,-6679.34134513445,-6692.69650648898,-6704.43922423915,-6699.29340418014
-6699.2376622228,-6681.09910033905,-6687.84497036994,-6704.80167738802,-6706.80038556886,-6687.53072077387
-6697.8503424218,-6694.14136374973,-6674.77477743987,-6710.57832066574,-6705.38217771718,-6699.73766378434
-6708.13178362761,-6680.22641291782,-6682.04147089434,-6691.6127864401,-6711.55749345154,-6699.72520292837
-6695.14584645244,-6678.73979206988,-6675.75539924087,-6719.32069588596,-6710.13235848038,-6700.23662580047
-6689.11980065979,-6689.84806041845,-6676.20378892791,-6700.22917017105,-6697.38635788296,-6710.96084526478
