"mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","dev-len-hospstay","dev-icu-frac","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","rr.1","rr.2","rr.3","rr.4","rr.5"
11.5696964266135,0.0251110496922832,0.102712782488536,0.25969427813849,1.38953574072228,0.80499894349494,1.02448579003793,0.0309292303694856,0.0345011177462977,0.0513006898799444,0.0804969744428885,0.127581205749442,0.215721592433688,0.3079546854217,0.219468353660669,4.13373518606196,4.00141940026173,2.53625571955817,1.70161160850591,1.18194795814818,0.490843918059629,1.14098071260592,2.66050483117269,0.036355247397356,5.44098119148744e-05,0.841284830371273,0.036721083051908,0.0783365635458425
11.4260931228455,0.0241473360676171,0.100448998164859,0.266589396493505,1.36251110715924,0.765752256292348,1.04761375376354,0.0309713678418772,0.0346035085971683,0.0512769405967925,0.0802797076792286,0.128272225981165,0.215638049331198,0.307882973297017,0.219521336766642,4.14406851183311,4.11589431539657,2.61958374268455,1.75286393054783,1.2282694341281,0.529423423245268,1.17671098985229,2.73490706780062,0.0368268060772212,0.00886751999525581,0.808456665315919,0.0839860026923193,0.0588689844090177
11.2192157923327,0.0229344308151011,0.100156328363758,0.268800700355225,1.42541042777405,0.779847830332534,1.06839335400924,0.0309870576759326,0.0345582396870443,0.0515665861793929,0.080078755074055,0.128464009656239,0.215436572736258,0.307507282560837,0.219908226143272,4.27056141871716,4.23670245986311,2.68814188896054,1.78000519648294,1.21368921286141,0.515873773571056,1.16989645536233,2.79107879295215,0.0248734118535359,0.034738050149261,0.790092031168357,0.0805411726610215,0.067998386221105
11.359589892224,0.0228809923236803,0.101466274722474,0.265139814602139,1.4214127492327,0.769519161433562,1.09020646287061,0.0309879305291229,0.0345359223018902,0.0512911619799248,0.0806879733998065,0.127539964520518,0.216008572315296,0.306999352609723,0.219451762280581,4.29223341085883,4.24953157218113,2.5844171773297,1.76333387204596,1.18781603568024,0.496395916063592,1.18016752476171,2.77755251978201,0.0330824366565249,0.0126699302994903,0.890728592893939,0.0230688214512573,0.0158479270357512
11.6004251179262,0.0197471134750757,0.101105165015894,0.2598236183603,1.45711655579182,0.764468936009462,1.09556936370455,0.0309576842975168,0.0345418080071077,0.0512488235947588,0.0810708325016339,0.12786518765676,0.215922300507579,0.306864967036107,0.219542387507914,4.21597290429155,4.12364120228456,2.61381646300472,1.73842693711751,1.17579817101292,0.480962627998823,1.15888343137655,2.73853021410053,0.0253560252647969,0.00306523210650116,0.772092756281056,0.105952666123984,0.0805894415724646
11.8484417803513,0.0197724309915397,0.103223450605133,0.262910637780068,1.41906876075179,0.753645413097131,1.06976607024168,0.0309432768774781,0.0344808956240658,0.0506925859221777,0.0804865114763233,0.128331306216344,0.216101107370846,0.306905579515345,0.219692057192857,4.12470600923722,4.07801593915087,2.55260955647839,1.72899187071611,1.19680842267493,0.498470592205458,1.13503489293046,2.63287133034283,0.0454442661368203,0.0236780073410822,0.849596015745056,0.0342559174921437,0.0360296198299864
11.6835938435677,0.0221131825692447,0.103283128776707,0.262955723933582,1.45052604801967,0.813885896775233,1.03973109231482,0.0309668576585717,0.0345064552844087,0.0503834430119295,0.080181117980434,0.128246906970648,0.216203981636055,0.306741140996425,0.219814624953802,4.2598418494897,4.14518462169242,2.55806900949903,1.7397860253881,1.18667783084118,0.49300191752976,1.1827230148264,2.73074711073522,0.0245260918520239,0.00325835731658094,0.878345609939601,0.0852754931405844,0.00153875351310748
11.5519434043762,0.0199505284064133,0.100231987272265,0.259161781484217,1.45537774603054,0.818508031107168,0.997537804662415,0.0309683016656414,0.0345323510298897,0.050570681129293,0.0800730800056679,0.127900764374739,0.216536493444531,0.307069957459565,0.219585621903401,4.14305835198752,4.02231946470448,2.48738105602614,1.66566606118446,1.15535309790382,0.446543371066647,1.12339482156992,2.64540936094036,0.0271885897759001,0.0120671264671137,0.723945116164019,0.230370753876035,0.00615773111020849
11.3943882808159,0.0213223985678886,0.101433057663284,0.259182056264909,1.45436129247005,0.798942048150314,0.989118181904355,0.0309762886113771,0.0345829486831741,0.0507052094389348,0.0801620428818462,0.127227749442509,0.215912649776047,0.307288068408627,0.219718954534477,4.23529403451714,4.01534271090585,2.52364302115116,1.69057913789296,1.14243558096933,0.468851972964003,1.15219305847212,2.72115673505247,0.0475811180762159,0.0137439684074463,0.773805431494974,0.140122350343844,0.017823797512884
11.5088568250312,0.0213162972976057,0.101033178304748,0.256982621615627,1.47410012327554,0.789191393524156,0.993254274368158,0.0309458888187348,0.0346519697946883,0.0505802904279057,0.0803417012047882,0.127479603084651,0.215339225850518,0.306628574320805,0.219654908387376,4.23813841419683,3.99129935752304,2.54786928157789,1.72070967503848,1.16651579332167,0.469614347463975,1.16113969910875,2.67598694339339,0.0327216019644923,0.00695507018171435,0.773867160532948,0.0992750828929509,0.021853742609732
