date,daynum,month ,day,cumulative_confirmed_cases,new_confirmed_cases,cumulative_deaths,new_deaths,hospitalized_currently,hospitalized_cumulative,InICU_currently,InICU_cumulative,OnVentilator_Currently,OnVentilator_Cumulative,Recovered_Cumulative,cumulative_confirmed_cases_0_9,cumulative_confirmed_cases_10_19,cumulative_confirmed_cases_20_29,cumulative_confirmed_cases_30_39,cumulative_confirmed_cases_40_49,cumulative_confirmed_cases_50_59,cumulative_confirmed_cases_60_69,cumulative_confirmed_cases_70_79,cumulative_confirmed_cases_80plus,cumulative_confirmed_hospitalizations_0_9,cumulative_confirmed_hospitalizations_10_19,cumulative_confirmed_hospitalizations_20_29,cumulative_confirmed_hospitalizations_30_39,cumulative_confirmed_hospitalizations_40_49,cumulative_confirmed_hospitalizations_50_59,cumulative_confirmed_hospitalizations_60_69,cumulative_confirmed_hospitalizations_70_79,cumulative_confirmed_hospitalizations_80plus,cumulative_confirmed_deaths_0_9,cumulative_confirmed_deaths_10_19,cumulative_confirmed_deaths_20_29,cumulative_confirmed_deaths_30_39,cumulative_confirmed_deaths_40_49,cumulative_confirmed_deaths_50_59,cumulative_confirmed_deaths_60_69,cumulative_confirmed_deaths_70_79,cumulative_confirmed_deaths_80plus,Cumulative_hospital_deaths,Cumulative_hospital_discharges
43910,80,3,20,74,,1,,26,28,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
43911,81,3,21,88,,1,,27,31,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
43912,82,3,22,113,,1,,29,33,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
43913,83,3,23,129,,1,,43,48,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
43914,84,3,24,148,,1,,51,56,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
43915,85,3,25,176,,1,,54,61,11,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
43916,86,3,26,217,,1,,58,70,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12
43917,87,3,27,248,,3,,65,79,17,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13
43918,88,3,28,312,,4,,73,89,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15
43919,89,3,29,417,,6,,76,97,17,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18
43920,90,3,30,495,,9,,90,116,18,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23
43921,91,3,31,568,,11,,93,127,20,,12,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30
43922,92,4,1,668,,12,,104,145,28,,15,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37
43923,93,4,2,730,,16,,118,167,34,,21,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43
43924,94,4,3,830,,19,,134,190,41,,25,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50
43925,95,4,4,968,,28,,147,212,40,,29,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,54
43926,96,4,5,1149,,30,,157,232,43,,35,,35,0,13,104,136,123,176,150,86,89, ,,,,,,,,,,,,,,,,,,12,63
43927,97,4,6,1356,,37,,177,258,47,,39,,35,2.5,19,123,153,146,202,172,100,106, ,,,,,,,,,,,,,,,,,,12,69
43928,98,4,7,1617,,42,,191,278,49,,41,,35,2.5,23,132,170,165,240,196,115,133.5, ,,,,,,,,,,,,,,,,,,14,73
43929,99,4,8,1888,,52,,197,297,49,,37,,35,6,25,166,188,195,289,226,127,155.5, ,,,,,,,,,,,,,,,,,,20,80
43930,100,4,9,2165,,59,,217,329,53,,40,,35,8,36,204,231,239,335,275,155,198.5, ,,,,,,,,,,,,,,,,,,24,88
43931,101,4,10,2565,,70,,224,358,59,,41,,35,9,46,244,259,284,393,313,170,231.5, ,,,,,,,,,,,,,,,,,,29,105
43932,102,4,11,2846,,82,,240,387,61,,48,,35,11,52,279,287,317,441,348,191,263.5, ,,,,,,,,,,,,,,,,,,31,116
43933,103,4,12,3131,,91,,257,422,59,,49,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,129
43934,104,4,13,3318,,100,,276,457,64,,54,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,142
43935,105,4,14,3580,,108,,280,484,72,,53,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,160
43936,106,4,15,3886,,125,,288,515,72,,54,,168,22,94,422,427,485,611,467,279,340,,,,,,,,,,,,,,,,,,,47,180
43937,107,4,16,4273,,139,,293,551,72,,53,,182,29,112,500,501,545,686,505,300,377,,,,,,,,,,,,,,,,,,,53,205
43938,108,4,17,4563,,160,,298,583,66,,45,,196,34,124,543,554,601,737,554,316,404,,,,,,,,,,,,,,,,,,,60,225
43939,109,4,18,4847,,175,,302,609,63,,49,,217,40,137,587,602,655,799,597,353,438,,,,,,,,,,,,,,,,,,,64,243
43940,110,4,19,5184,,186,,298,632,65,,55,,244,48,147,624,647,708,856,637,380,490,,,,,,,,,,,,,,,,,,,65,269
43941,111,4,20,5560,,196,,313,678,75,,56,,,51,159,660,707,782,917,671,400,511,,,,,,,,,,,,,,,,,,,67,298
43942,112,4,21,5943,,214,,321,723,72,,56,,,57,176,713,753,830,970,702,410,529,,,,,,,,,,,,,,,,,,,72,330
43943,113,4,22,6322,,232,,325,764,73,,58,,,59,193,760,831,895,1030,746,458,584,,,,,,,,,,,,,,,,,,,77,362
43944,114,4,23,6734,,247,,324,796,76,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,390
43945,115,4,24,7141,,262,,329,831,85,,63,,,71,220,846,954,991,1148,833,522,712,0,0,24,34,86,125,155,130,131.5,0,0,2.5,2.5,2.5,12,26,55,115.5,86,416
43946,116,4,25,7441,,276,,341,865,85,,62,,,78,235,903,1022,1046,1205,882,541,745,,,,,,,,,, ,,,,,,,,,91,433
43947,117,4,26,7715,,290,,356,898,86,,59,,,87,259,961,1076,1089,1257,912,571,780,0,0,26,35,87,129,159,135,137.5,0,0,2.5,2.5,2.5,13,26,59,121.5,94,448
43948,118,4,27,7921,,300,,360,927,86,,61,,,101,283,1006,1134,1146,1305,939,594,812,0,0,26,38,89,133,161,137,142.5,0,0,2.5,2.5,2.5,14,27,60,125.5,98,469
43949,119,4,28,8253,,322,,377,971,88,,59,,,107,286,1020,1148,1160,1324,950,609,825,0,0,26,40,90,136,163,145,144.5,0,0,2.5,2.5,2.5,15,28,62,127.5,101,493
43950,120,4,29,8624,,340,,364,1007,78,,53,,,125,320,1022,1231,1248,1407,1056,677,925,0,0,26,41,91,142,165,147,146.5,0,0,2.5,2.5,2.5,16,29,65,134.5,112,531
43951,121,4,30,8974,,364,,353,1040,83,,57,,,135,338,1024,1278,1303,1458,1073,694,950,,,,,,,,,,0,0,2.5,2.5,2.5,16,30,69,143.5,118,569
43952,122,5,1,9297,,378,,363,1091,84,,58,,,153,363,1214,1342,1363,1537,1097,705,966,0,2.5,31,66,114,187,214,172,173,0,0,2.5,2.5,2.5,17,30,74,152,121,608
43953,123,5,2,9489,,402,,355,1127,93,,63,,,175,405,1296,1459,1452,1613,1151,755,1033,2.5,2.5,32,75,126,200,236,192,187,0,0,2.5,5,5,19,33,82,175,126,646
43954,124,5,3,9672,,423,,352,1158,91,,61,,,178,418,1314,1486,1481,1642,1168,761,1057,2.5,2.5,33,80,128,206,242,198,195,0,0,2.5,5,6,19,35,83,192,134,672
43955,125,5,4,9962,,441,,345,1188,89,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,703
43956,126,5,5,10263,,457,,336,1217,83,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,735
43957,127,5,6,10603,,478,,311,1245,80,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,779
43958,128,5,7,10873,,499,,299,1281,72,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,822
43959,129,5,8,11102,,521,,295,1311,72,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,851
43960,130,5,9,11392,,536,,292,1333,70,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,872
43961,131,5,10,11581,,550,,283,1353,71,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,895
43962,132,5,11,11755,,565,,292,1384,72,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,911
43963,133,5,12,11979,,587,,293,1407,70,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,929
43964,134,5,13,12178,,600,,290,1430,70,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,954
43965,135,5,14,12410,,615,,279,1449,65,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,981
43966,136,5,15,12642,,629,,257,1473,63,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,1022
43967,137,5,16,12889,,644,,262,1498,62,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,1037
43968,138,5,17,13015,,654,,265,1515,60,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,1046
