"mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","dev-len-hospstay","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","contact-rate-postld-10","contact-rate-postld-20","contact-rate-postld-30","contact-rate-postld-40","contact-rate-postld-50","contact-rate-postld-60","contact-rate-postld-70","contact-rate-postld-80","firstlockdown-endday","rr.1","rr.2","rr.3","rr.4","rr.5"
8.54292500881675,0.0269966052778356,0.156738175570864,0.291087317720328,0.890393678912571,0.769675759510878,0.529555084921976,150.80478484496,0.65479756272474,0.713542229165388,0.027812310637832,0.0321917296279694,0.0522227920067591,0.0801887791711577,0.109686570873803,0.178366617657204,0.266102435976979,0.191838088240124,2.57718544844826,3.02347043869269,2.82896737238947,2.24439570872921,1.77417288831773,1.08667785572469,1.1186501637286,2.42552927967188,2.68703740547361,2.16243345893883,1.58852991603481,0.99936221941884,0.629517299504275,0.364474465298257,0.334009057669205,0.461494594314601,160.893114884605,0.11983583763531,0.0961886084112122,0.593171703764198,0.169694506101147,0.0131239831700633
8.51189251847432,0.025591667317019,0.163007038442056,0.290367915826552,0.883630553754179,0.745584601788421,0.527820129614238,150.976999289905,0.656953143436036,0.713495088807393,0.0278195503411333,0.0322377606468858,0.0525403578528686,0.0793082946242162,0.110448634731262,0.178282295049463,0.263433637318062,0.191500155630036,2.36865764348705,2.96946938584092,2.74463517531072,2.30596717757747,1.76337085898441,1.09160543080177,1.07644560013201,2.52702489688337,2.6980431744082,2.20822087243489,1.57035186747594,0.887485465650787,0.606461916218171,0.344609723499157,0.332059261981344,0.41330435549039,160.49620822795,0.0853564147913709,0.241847569556093,0.172063618868852,0.398881024463392,0.0501502480021716
8.43215731206957,0.0239122050728696,0.163541801408087,0.291907889155821,0.882409728976642,0.733107582175813,0.525322631193882,151.304523645145,0.661223353795151,0.742592281015708,0.0273602501622366,0.0319942699965348,0.0525245559228799,0.0795664693707189,0.112943549002,0.175476576602639,0.262286986508689,0.191532980175201,2.4458308013664,2.98752587029446,2.81949881014568,2.31009505329703,1.68260112750825,1.07056160920079,1.11483808002668,2.45959348938064,2.65584122503714,2.18056404431814,1.55642492577935,0.980220851971486,0.630920618989453,0.380193456231235,0.336715669577769,0.419146472884433,160.767118440161,0.0898997130763391,0.351549727511151,0.230291311777096,0.0627713316966061,0.179021962368244
8.36713712768861,0.023202383890574,0.162101344764733,0.291774665441386,0.870650804307906,0.729169039642516,0.520339160074843,149.204260580203,0.667111120518133,0.755790832407799,0.0277482273843647,0.0325112494221104,0.053382441292758,0.0793217358360241,0.111828730549963,0.175893517003871,0.26726078180112,0.191897185890198,2.45574150981132,2.969108449441,2.8738331796919,2.27109978388755,1.79643251646037,1.02722384934045,1.10864305698192,2.44058162723369,2.62239548603787,2.22588245255,1.45649881286684,0.912773583217491,0.632194909880186,0.361557640254247,0.317152057774189,0.400714701369248,160.403622965486,0.0474719899799947,0.410682743142255,0.383182148860554,0.05125897778371,0.0449338237241706
8.32201205165529,0.0221615831056824,0.160923717794725,0.288485428347898,0.83911052061299,0.718555295348718,0.504329832868649,149.04809103843,0.666644462685737,0.761479793791153,0.0285732162489549,0.0324866579480303,0.0529921765245511,0.0791609470913929,0.109894210439863,0.177698399686815,0.269506966381928,0.19387604867182,2.31564173312616,2.92111254590519,2.83418674397752,2.34003980156514,1.74534478465739,1.13589530135776,1.08039304169547,2.47479035281238,2.6595994514474,2.10074846529935,1.50415421175564,0.953842203113785,0.659368318070462,0.340271942019972,0.305205499949197,0.394452554474373,160.525263912631,0.0505706849316479,0.396063563461936,0.148656666690519,0.235530724530552,0.0663641564432571
8.31808929134552,0.0214857967105621,0.1583710972361,0.286020059293073,0.848502678893062,0.725342456489248,0.502334429655969,148.528956535091,0.672813719058689,0.74555399432673,0.0285251269517319,0.0323351544961976,0.0526949648886576,0.0783343062504276,0.110424971836003,0.177294858604371,0.268554288915528,0.192065871409196,2.23940961638269,2.93748832020011,2.83626958658415,2.38742414007249,1.73610620549345,1.12403811376404,1.11039915631571,2.42866546324492,2.57131643445041,2.15039544757194,1.36259356494981,0.951673527075519,0.615191213348699,0.367676857486412,0.310031382621744,0.432326692467146,160.63228160927,0.196721983538927,0.251212803770453,0.283496343126399,0.043331385833767,0.0993054292017617
8.33439777908776,0.0222277235074504,0.160469415580247,0.283269415037547,0.82824420645426,0.729264034280081,0.495949801357229,148.152724969369,0.671068739819454,0.752105784176116,0.0287029242559144,0.0324683141380426,0.0529031342742527,0.078680604424065,0.109081068885584,0.178781535164773,0.268863830924735,0.194182890121188,2.29132050463276,2.96568749640287,2.77417031023198,2.33673692664242,1.81827032491076,1.09194161430194,1.10144375363347,2.43354483719412,2.54082631448597,2.19959760730761,1.47703257305935,0.862964266896656,0.614877683871145,0.356780220629434,0.323304484094143,0.407115506140289,160.102868437155,0.139267323328162,0.200650378277382,0.363155190898173,0.1420571432366,0.00453747606858239
8.30801553570764,0.021891020546161,0.161994041113075,0.276137948294965,0.844697003388873,0.727540170030763,0.50244062207972,149.186396502499,0.675495862789991,0.736102531535837,0.0291700180118527,0.0324569041232328,0.0531626950768376,0.0783733644287683,0.107309475773909,0.175232089506249,0.273012613498276,0.191736144290005,2.27882476711335,3.00285136271334,2.76741446738209,2.32669547118549,1.74225166068732,1.07222973249116,1.0780329084386,2.43848949678554,2.49696760220129,2.16186033904096,1.54397727099809,1.05413297443504,0.66525065255102,0.353004789615122,0.318674333476332,0.434044594688144,160.55453184098,0.205046898881188,0.350950827629208,0.215864404825191,0.0979635485067613,0.0377333954204141
8.30273318164702,0.0181203320486698,0.160373131436689,0.277889620003981,0.83653429007033,0.737235064632905,0.512414395794273,149.312767659552,0.673210459039649,0.736964798806794,0.028518207439557,0.0332331993412278,0.0534911371419417,0.0786316117065717,0.107476941911015,0.173965688201608,0.270220375166861,0.192690050419302,2.35350115189015,2.97857732702084,2.79053672366531,2.26435519099035,1.73846854776742,1.07581337447041,1.08525720189885,2.47709383533158,2.58445189958293,2.15625527089557,1.54552413402072,0.946385193576335,0.644976027939753,0.366444501759453,0.321366815559101,0.444910574324888,161.409541634986,0.148606738791488,0.149154170919856,0.516535153268136,0.145557689035683,0.0125868109024227
8.38653646502259,0.0175688924445889,0.162889255852492,0.27956241863764,0.841310183036098,0.734338045327501,0.497920765142947,150.106320547896,0.67023145330975,0.73602500518823,0.0284338422933188,0.0334087628326621,0.0547433516614135,0.0781206344529092,0.10576164074961,0.174869087722628,0.268862073682901,0.193826442727908,2.28816029963819,2.94879910400417,2.88157908387534,2.28735320738734,1.74829459326509,1.08979180843481,1.07243025962324,2.42229612193044,2.68537361542773,2.20817238692294,1.49803196319668,1.00475900009964,0.658479864177779,0.380102442438315,0.325232320340623,0.422411809794844,161.340293673608,0.185968052407118,0.286642341102916,0.173365708469179,0.0782315425347657,0.152138170387101
