"V1","V2","V3","V4","V5"
-5241.86291900693,-5269.75041696569,-5241.52809022378,-5257.90360625404,-5239.48329852869
-5253.89007269747,-5245.83128557587,-5254.49213848629,-5254.08981811437,-5255.27394008213
-5282.32758645227,-5270.11913829655,-5263.02856514705,-5252.46965581206,-5305.45581462661
-5259.33454500349,-5264.23456893573,-5261.93329851187,-5273.05409348701,-5249.31103631889
-5240.9150521443,-5245.32801854024,-5269.64551661275,-5254.62442050572,-5242.21137036524
-5246.79669796027,-5258.76792399041,-5232.96852754433,-5283.12914500832,-5244.64671921178
-5249.25833848565,-5256.43805017802,-5247.6584097654,-5251.08822935158,-5247.29297550077
-5227.65712872082,-5247.04928172211,-5235.36475621267,-5268.0131321481,-5269.17877269754
-5251.903711793,-5243.78941369548,-5233.41806429828,-5272.39811111677,-5232.91940508394
-5265.08027081293,-5251.75305552586,-5239.00307243529,-5289.92547637501,-5265.64947709286
-5259.48561527463,-5243.25538525112,-5272.63949611275,-5279.72595688353,-5272.43356194858
-5248.96068410211,-5242.64354401579,-5222.91580366011,-5241.86440772696,-5273.13399267278
-5250.9381085549,-5247.67587106358,-5259.6708293809,-5239.37824235544,-5266.5203133291
-5248.74119338638,-5241.27841630791,-5259.67554305615,-5235.49705349107,-5248.28108349157
-5250.27348373338,-5266.71121832407,-5262.00123073413,-5244.91811763243,-5232.51907597517
-5264.46307528131,-5269.77469859356,-5265.041068895,-5278.05297361443,-5277.94167494578
-5252.43198267018,-5228.09585879991,-5280.01129908528,-5241.96450898363,-5234.14960130518
-5282.66239708971,-5250.58342199211,-5269.88624850872,-5266.56739261514,-5264.68686795113
-5247.78791592327,-5255.93682594871,-5242.91126130323,-5275.85183665756,-5220.05297972651
-5249.91537936099,-5226.3556792722,-5267.20792066259,-5269.89433649769,-5239.90586087836
-5270.33157972151,-5265.11583183557,-5252.85381833948,-5291.0887470481,-5259.52193474252
-5284.50568088873,-5239.37498511709,-5250.36784068977,-5247.42230622973,-5251.46745627268
-5255.85848466581,-5242.00650371904,-5242.87487701077,-5242.94474630413,-5256.18927483984
-5253.05858828958,-5267.16189012876,-5264.75864963056,-5281.50902619236,-5262.84714617126
-5262.922651624,-5252.0703229221,-5272.22030068473,-5264.35617085584,-5246.66244927706
-5208.87355882121,-5279.973240067,-5238.48966958738,-5247.41465112448,-5258.52548814026
-5250.41620187967,-5269.90817302742,-5262.24904036241,-5264.86248695109,-5277.61209932939
-5237.50867945951,-5263.97990066782,-5234.4341972734,-5244.42334394877,-5250.7354025775
-5236.65616254578,-5247.28642526706,-5242.48390769572,-5253.13710166442,-5254.56865279197
-5266.90000400285,-5268.73168136729,-5262.1039353474,-5267.9021151295,-5232.95952194351
-5251.99184654313,-5268.99492954088,-5247.1405526689,-5265.26170809422,-5254.35533816335
-5225.4966397296,-5233.000662466,-5250.58198912082,-5262.06530462486,-5265.82990168274
-5244.74814599864,-5285.01609093456,-5267.25374032026,-5254.68267032217,-5250.45542256907
-5259.38053011828,-5259.95584025875,-5270.90785477987,-5260.63611357199,-5248.78924000458
-5240.26948721984,-5260.2331671655,-5249.99679262746,-5245.9028715835,-5249.23488033115
-5217.94680306039,-5269.37851773329,-5299.27360209628,-5266.00434822585,-5228.17748897173
-5268.2278019382,-5278.9314837285,-5239.69882679797,-5239.4872839139,-5257.29987589649
-5231.27621317366,-5296.36521948168,-5251.14302634555,-5271.69343402305,-5268.69253977069
-5256.13097448455,-5246.75455426654,-5258.14006748409,-5279.90114788188,-5300.22293111361
-5267.59621374702,-5241.10337511576,-5269.14871800121,-5246.67958881157,-5296.13064714514
-5273.19592065507,-5262.04369565702,-5260.48520748972,-5238.53996184448,-5244.58907616398
-5261.51960438671,-5263.12084682799,-5249.49751699295,-5259.90510333894,-5278.64825662935
-5270.61564623474,-5255.46394805809,-5243.90234032132,-5270.91334050572,-5241.65757875665
-5265.11904032885,-5225.57059081243,-5228.17440807817,-5271.91440135913,-5269.77723521304
-5291.80818820266,-5278.22577888434,-5223.43515723742,-5255.67768655261,-5258.33932186823
-5229.68765227334,-5267.19927355336,-5251.2448748396,-5282.01624378899,-5244.71625792745
-5227.34248337041,-5263.9624433428,-5261.70310603628,-5279.59496353879,-5244.62543391155
-5263.06756385267,-5255.42348992039,-5263.6128382013,-5277.32678021698,-5256.47117762274
-5233.17037486781,-5271.37721728305,-5266.30584678499,-5245.34207188729,-5252.91274856641
-5252.56531029363,-5245.75558503076,-5248.76581645837,-5232.64896514104,-5233.35872257612
-5270.90168788934,-5285.95522385096,-5257.59338452318,-5262.58981098903,-5262.06342391527
-5252.7661746918,-5260.03108873452,-5260.23976505495,-5249.82501957867,-5238.19113231882
-5250.19525190077,-5256.18742725473,-5253.77407329138,-5223.689588975,-5232.08131390373
-5249.76476002732,-5259.36901003405,-5292.9483680985,-5263.56464432556,-5235.24339912827
-5251.30405742662,-5263.96138176359,-5276.63645278218,-5242.18032518221,-5239.00505333067
-5248.41788112242,-5267.95692105732,-5262.3114304532,-5263.45442015867,-5228.77520955129
-5256.60539899343,-5267.15468107545,-5251.66124906545,-5249.55045449155,-5245.9053777972
-5251.49938161288,-5276.54229507865,-5251.78470458096,-5233.52337306786,-5259.95126561081
-5241.12442689917,-5265.17496865556,-5219.09800590435,-5262.23018752386,-5273.92744432339
-5264.29908493928,-5245.35275062503,-5218.65904097111,-5275.12775617904,-5247.14632397649
-5258.42781109993,-5255.78780324667,-5242.69507247503,-5259.40574787027,-5245.25440609611
-5263.35049122213,-5249.84541073303,-5259.57037709614,-5268.69146748294,-5240.5573689808
-5246.57714431969,-5252.30228889216,-5242.22556677471,-5227.51676972281,-5237.45540066665
-5285.2641779714,-5237.63566381076,-5232.1599793087,-5261.38185486331,-5261.6710927242
-5268.34754434739,-5246.31809850876,-5250.01715449797,-5247.84491219493,-5228.51600202572
-5261.50158375574,-5225.97468398936,-5248.58553709753,-5252.96566027093,-5276.21450804769
-5258.59262165912,-5280.63206057882,-5257.72118912732,-5243.09310949,-5255.42918912546
-5252.15887969451,-5244.41799637725,-5260.78220721196,-5272.23502045195,-5249.015805532
-5269.81871076791,-5256.2698760207,-5243.12371548295,-5277.23990911218,-5280.66509151639
-5267.66824477069,-5252.15045311372,-5277.60948593009,-5261.48495667785,-5262.54751863159
-5238.03455197217,-5249.69029460984,-5268.5216272593,-5262.82738929621,-5251.23132455964
-5257.25495541836,-5247.32914866404,-5272.94140887247,-5228.67830984217,-5239.41626602375
-5262.03114003084,-5254.85848635541,-5262.11117663592,-5259.45742438979,-5238.17694148336
-5249.49684269056,-5261.5269910666,-5271.57198180897,-5275.50229469893,-5265.78782968263
-5260.73680528398,-5258.8272021448,-5277.66519079587,-5243.91524344401,-5245.24318784743
-5281.81528500569,-5261.88232776972,-5233.50410475312,-5263.15928724675,-5259.30462667164
-5253.36023358652,-5275.91820542243,-5273.88159318103,-5215.92703110447,-5252.72127746051
-5239.77004365477,-5252.28088321369,-5267.50634325294,-5240.41841707681,-5246.15754275669
-5248.06670708696,-5243.17467919654,-5253.63934694866,-5235.0009055672,-5264.76658933522
-5242.58017401369,-5289.03441923081,-5268.77644413672,-5267.50464973479,-5223.93813466517
-5256.2012220183,-5283.44616540226,-5273.05403151737,-5238.6939608293,-5263.68555558014
-5260.13454660881,-5274.36121596726,-5248.48757816783,-5239.57405596966,-5259.00501284197
-5268.03159260931,-5231.68912056391,-5273.06750699713,-5257.71653989818,-5254.97874316939
-5279.14910801091,-5277.9797407779,-5274.74747679386,-5236.55978350118,-5241.66893848593
-5255.25685682704,-5281.86509475647,-5264.57999606431,-5255.51733330011,-5234.20397647597
-5256.36040529072,-5270.15699743817,-5247.94582054596,-5269.33853816409,-5260.07420538613
-5234.43307672093,-5268.32110847084,-5266.9127034726,-5255.48610060357,-5227.48314653266
-5255.92039776818,-5228.60119984469,-5256.96852479096,-5282.7405210291,-5273.59675686419
-5264.3082505074,-5237.39068412394,-5266.18614092904,-5245.74037872171,-5267.70027749636
-5248.77744226939,-5257.84118412409,-5265.54163661029,-5261.57212530472,-5264.99364911431
-5256.74810016464,-5247.40492097951,-5251.14483188308,-5286.70375193155,-5245.21959487378
-5253.07338216658,-5246.17708454802,-5281.84805874656,-5280.02836751053,-5226.94196453742
-5274.83131452624,-5267.49463412692,-5234.83078103216,-5274.48258731928,-5227.12387867395
-5218.73178962007,-5290.58512477623,-5278.03188291354,-5261.65826979415,-5237.87144603732
-5239.41605104046,-5249.69286835955,-5265.88791436951,-5266.07493386871,-5249.43558964829
-5267.63776974271,-5286.4536885724,-5288.99852194911,-5241.46126981792,-5273.14056950048
-5240.20467679343,-5253.81380481581,-5266.19072415154,-5253.81127363417,-5248.63846792804
-5273.98134220152,-5210.70181682541,-5280.44528767318,-5264.26941051134,-5270.09914542325
-5267.81911924629,-5258.01370298438,-5275.20455635768,-5231.9475157803,-5293.86780515985
-5230.81351382017,-5279.09081990875,-5254.68417616024,-5289.99312254586,-5264.07537987277
-5263.10995357904,-5250.01232050918,-5250.55585136421,-5259.17489313649,-5255.60814051842
-5282.65865413086,-5236.79189134196,-5250.90663183986,-5241.32169041707,-5251.17572708766
-5255.97918755822,-5282.75609596076,-5270.61098124173,-5273.52718010416,-5256.80403046845
-5228.06737792369,-5260.12109679581,-5250.86533363051,-5234.37427720725,-5251.10409045207
-5261.13931066314,-5272.78752147367,-5245.12689880508,-5274.32407289344,-5261.06017959857
-5247.83983493683,-5254.90166879639,-5272.90066998619,-5241.31050004854,-5289.1534995671
-5257.79468943972,-5269.9473756202,-5277.11434022952,-5276.57020690662,-5237.53567337199
-5257.30809188236,-5239.46013342817,-5221.00502903885,-5225.37916916563,-5245.47663835995
-5243.06676432092,-5226.55026684347,-5228.39395724762,-5254.83350771725,-5267.7883839187
-5261.49095709939,-5240.92894289159,-5292.16173339882,-5259.2357780959,-5248.0126821226
-5269.95697470678,-5257.15429557281,-5235.80893738965,-5233.40135010915,-5239.61491452141
-5251.28193628186,-5244.97198756687,-5262.64689426745,-5282.28175940544,-5262.04945969045
-5249.30755412585,-5229.8258977494,-5242.06510113543,-5263.61883111254,-5249.96515708063
-5264.75256848901,-5252.05192358636,-5239.51062485601,-5246.70641755478,-5273.3835999013
-5279.93887275582,-5251.83261338829,-5211.4479138162,-5237.93309019959,-5254.28013940481
-5265.43471054996,-5238.71749498965,-5232.42194290095,-5248.88115857897,-5262.80182146652
-5261.88880013668,-5247.0836276375,-5275.13067563992,-5240.24361306345,-5247.88475873279
-5237.32983372042,-5244.5789795458,-5240.79953013619,-5261.21324507751,-5256.32773445532
-5258.75878349867,-5269.25264680458,-5275.21080140636,-5254.41455091877,-5239.42550217065
-5265.07637815413,-5252.88564216082,-5263.40380335979,-5245.26389450584,-5238.70111290194
-5255.84970002813,-5270.75528968055,-5257.75170401318,-5240.93007062086,-5263.52660467314
-5270.87532918214,-5279.55918255814,-5238.07645835049,-5271.42492101239,-5244.11823940842
-5279.33963599795,-5275.65781708673,-5257.57955561606,-5265.81400224488,-5251.42744481063
-5244.73054980155,-5275.86546729998,-5266.2771970202,-5285.07197037353,-5237.45321463314
-5269.80790452927,-5264.1339688693,-5255.68144352553,-5262.5847999558,-5259.83573178329
-5263.12192417811,-5234.13412580466,-5268.32303537574,-5291.49203305851,-5235.94092390604
-5257.95840137559,-5276.75431762344,-5266.42667790943,-5267.93832821128,-5274.56948372749
-5262.30169711166,-5261.47587626059,-5270.93410956196,-5233.14839013411,-5232.07150785026
-5268.86956174318,-5267.93066820974,-5253.22722340947,-5249.95528799366,-5287.78659927721
-5245.061824773,-5264.08779048862,-5284.5247298976,-5270.89391551972,-5258.63979923551
-5253.14418588251,-5251.97321088044,-5237.783968605,-5265.48591100778,-5292.32929642389
-5269.43784562418,-5265.49484302324,-5247.00828045923,-5259.60046048582,-5248.26487951559
-5239.16024283999,-5263.67629365889,-5251.50036606819,-5256.89668571993,-5252.24230358307
-5247.76180291356,-5232.19356970291,-5268.7567652707,-5250.38734022607,-5259.11500151586
-5222.45615404665,-5274.55795465116,-5263.15320850678,-5227.68420815636,-5263.05343919577
-5267.32769415577,-5251.77952265002,-5261.39412343885,-5263.34314011888,-5266.1483438575
-5260.10250967847,-5260.0768194376,-5234.61244779166,-5254.56674017359,-5254.65790953915
-5249.87992227461,-5276.73976941904,-5259.01785542612,-5260.98300040102,-5260.91805294447
-5262.52008634461,-5249.65932482379,-5255.38001484588,-5253.65268054388,-5238.22830614634
-5273.83360991439,-5234.68197686576,-5268.2322496744,-5245.54546220341,-5283.8688943667
-5247.78731453852,-5249.73402358179,-5251.42823630376,-5239.89302153692,-5247.18707551047
-5240.54040780687,-5274.08666053202,-5232.27847501168,-5217.61194219109,-5252.97788839711
-5257.85413169465,-5229.18366224923,-5237.21641492631,-5280.99671976174,-5280.61691405335
-5252.19885831351,-5264.84336793587,-5248.53874733038,-5265.24181405827,-5260.71695639721
-5241.76620196192,-5269.7239345037,-5263.22765832688,-5243.64827084966,-5258.55281201333
-5249.73921497946,-5235.83408166577,-5273.81848913986,-5249.82695758575,-5265.62385326449
-5238.15111117549,-5263.21933212554,-5242.87944929367,-5267.44635316319,-5264.60683114858
-5232.18012037428,-5253.87907212249,-5255.97208148717,-5244.64237355425,-5284.59141392793
-5266.0616649949,-5271.24635079267,-5292.29862782304,-5241.30723676559,-5261.57193076163
-5245.9004782375,-5231.8108360204,-5280.31086241535,-5248.11566794529,-5260.90692561038
-5246.33382211893,-5243.1905308162,-5253.01238757241,-5235.6545872694,-5248.97937818036
-5255.0591167629,-5269.80669984458,-5240.16211869653,-5227.90270255866,-5270.65690271762
-5250.41225950803,-5277.61225508179,-5249.27503201492,-5241.94868189507,-5276.76634344502
-5259.67423821885,-5256.93516802947,-5270.82786297976,-5233.7652387511,-5257.96781016943
-5240.95328094448,-5234.04574420745,-5232.44761803334,-5235.10386010944,-5261.98106234231
-5275.71076154513,-5250.38142854743,-5262.62260716135,-5221.85541875358,-5274.34082710876
-5267.24274235112,-5274.72842125683,-5260.66050437073,-5230.19410726275,-5259.19341168278
-5241.02061869484,-5250.82756368496,-5276.52797831452,-5260.7015753074,-5255.76068243732
-5226.51235907253,-5249.83761908022,-5246.22523153927,-5235.44747224461,-5257.38807269013
-5274.0660233796,-5258.0325166268,-5259.9170718148,-5254.37620116305,-5262.8712952465
-5257.24095624005,-5242.79468039557,-5257.94371095597,-5223.19342699828,-5258.12155683977
-5275.02046612724,-5238.85990056982,-5261.20321294478,-5264.55579319643,-5258.63485296788
-5254.32724031298,-5240.17283901593,-5277.21605224402,-5250.43016131034,-5237.65323609233
-5232.1601691484,-5247.52179813284,-5262.04550967383,-5247.64922026971,-5253.68277285072
-5233.66674982918,-5263.26843190919,-5273.09643242636,-5285.24508256753,-5277.24711346411
-5249.04127536878,-5252.22082095539,-5252.01360721393,-5267.78464975932,-5259.60327101791
-5242.59598350372,-5240.54866569422,-5255.99827583374,-5249.57387761261,-5260.83068269978
-5274.03443692916,-5249.48666292035,-5242.09936775484,-5277.47284922834,-5268.73598080986
-5260.79541245556,-5250.76860428581,-5276.17745380436,-5247.79638315752,-5270.03935491893
-5236.48988934858,-5236.2983135601,-5258.70803370767,-5199.47488714352,-5241.49793900371
-5263.54148680564,-5268.45052109158,-5263.2918207833,-5251.23491404023,-5256.53936944108
-5266.17565595374,-5258.99892294748,-5252.33582492974,-5242.63264045513,-5254.93382209927
-5254.934959517,-5265.21216975157,-5273.86790948581,-5273.14438648728,-5255.54018851116
-5229.98387679378,-5239.54292636459,-5251.24375009657,-5259.62556554033,-5281.38069563622
-5240.67526007426,-5241.09487987093,-5266.50702994221,-5274.887771875,-5263.72115914887
-5256.28162819409,-5248.95000379335,-5219.83890683601,-5232.32140840193,-5304.49204799245
-5250.69121799336,-5263.93139748932,-5270.3406488732,-5255.33203598939,-5271.88206249896
-5280.66562429359,-5236.86150769374,-5231.15136696956,-5250.40893393132,-5274.20128340107
-5274.57627627669,-5259.08394736683,-5249.15801746593,-5253.47206723312,-5293.10309207516
-5267.89437396456,-5258.50721275567,-5245.85672529334,-5241.74123721541,-5253.04065726392
-5246.36378464317,-5250.40498989061,-5285.47729744861,-5241.47513041862,-5274.80846888605
-5259.22119196219,-5277.83586872708,-5270.23652302692,-5262.38379681862,-5272.71628457428
-5264.54174020514,-5262.41846348754,-5282.47225736135,-5261.50798139924,-5264.38657550518
-5282.33040686699,-5255.93672831553,-5232.23097245571,-5262.49336152327,-5265.11135815286
-5256.3639209757,-5240.35176246457,-5269.7921218161,-5256.89904035208,-5244.0647256562
-5243.92144315257,-5260.77557573695,-5265.04781399763,-5238.07807695558,-5276.51457524291
-5240.832224245,-5276.05236081643,-5273.65992548202,-5242.12173185981,-5256.34213639708
-5247.78284404711,-5289.95282073912,-5247.99317886191,-5272.43856754885,-5288.06742651267
-5249.20033411272,-5235.54259661929,-5270.91936853726,-5246.29982619383,-5264.23484335688
-5254.09174676356,-5255.05800797056,-5251.72639592614,-5259.2622045977,-5277.24570426272
-5268.05854508719,-5273.66319678443,-5236.9090286769,-5255.57261498899,-5248.78718697993
-5266.62177299172,-5264.59510100655,-5245.98493442418,-5236.94866808264,-5279.20205541873
-5240.67258365955,-5228.03421260408,-5234.00936678199,-5289.63257474523,-5252.19041165763
-5256.42866608117,-5274.98632098819,-5227.25210932375,-5257.53344296281,-5256.34807078187
-5259.4178854096,-5266.09573693964,-5246.45026620862,-5237.99369842831,-5255.06955040336
-5230.12139983639,-5235.97009030797,-5262.11660621054,-5285.91309916418,-5258.57155815649
-5261.54753932899,-5284.97137094897,-5263.35920198083,-5239.0627916812,-5266.94043798061
-5267.28771782367,-5250.90323972122,-5277.17338440495,-5264.41989050856,-5253.05793794743
-5250.60934969568,-5272.49314061295,-5284.76093951414,-5271.35684876304,-5261.79238053967
-5256.01791500217,-5242.22230590119,-5261.23573385158,-5256.76955955238,-5282.50815240001
-5230.09711147618,-5285.00075224951,-5237.78707838361,-5254.68186183916,-5254.42482368462
-5257.73035125266,-5269.65397655707,-5268.78316496027,-5237.29333374238,-5271.73229985562
-5273.17980483444,-5281.9950938463,-5217.97957486265,-5258.72445212316,-5243.59341655034
-5229.51872641088,-5256.17751579972,-5253.17627858639,-5255.05469022124,-5224.66817039696
-5246.36712930129,-5262.8638328328,-5246.40669611382,-5251.94520218794,-5261.85786703864
-5243.07892334982,-5261.83320258148,-5258.07034962392,-5272.22566044357,-5275.30031439453
-5244.82310824812,-5241.06824789085,-5254.18675659523,-5276.07384253779,-5260.00422253167
-5239.33774927123,-5241.1389943266,-5239.01141393802,-5260.54339993632,-5245.93292085802
-5273.10657802401,-5232.14114902749,-5232.32197061396,-5250.4975597112,-5247.96874301766
-5290.45430575307,-5271.31106193906,-5237.66079886816,-5263.15475417855,-5270.5837112677
-5242.84088091292,-5240.44594395526,-5240.83689871242,-5263.24334342826,-5236.58287349248
-5257.43672652043,-5226.99014885125,-5254.27726020538,-5266.56921803616,-5280.32701233159
-5267.59311434485,-5256.74138749122,-5258.13371934265,-5228.00644762957,-5276.85185415979
-5219.8302450882,-5267.96983355227,-5239.41709099786,-5250.12941286606,-5233.05542965201
-5246.18731672867,-5248.57508389582,-5270.07232656601,-5230.16886490583,-5240.29987737131
-5249.08879732215,-5257.83837192868,-5265.16070355693,-5252.74648470183,-5250.19965574738
-5291.39686151504,-5257.34514854632,-5263.46343704647,-5261.94165399377,-5284.41245659252
-5250.23752365706,-5268.39033650542,-5266.43601764445,-5259.1968163483,-5242.15016244456
-5263.87627606791,-5264.69557338423,-5259.48041234842,-5239.08555753152,-5258.74620285864
-5248.84055848612,-5264.06015603239,-5227.60891803679,-5220.5568254185,-5263.3573583473
-5252.68935641362,-5255.08827947599,-5241.11664008841,-5279.27453395781,-5225.98818060098
-5268.41376375089,-5248.02428042279,-5244.94197542461,-5247.39825295771,-5247.42887325012
-5244.59253387945,-5231.2216269542,-5224.22069619073,-5268.78823623096,-5260.67426828875
-5277.58467594008,-5253.34810884732,-5245.11269713406,-5256.9035698498,-5264.37610064172
-5263.40148212657,-5222.50071615729,-5242.78613135181,-5265.6166781302,-5273.4940265051
-5237.6879599464,-5273.07039676107,-5244.75116726623,-5258.51364257585,-5265.53723129972
-5243.72319358698,-5247.90243183068,-5260.10142191159,-5258.81379571001,-5291.96284115042
-5276.1529020969,-5269.96302939569,-5226.27693737327,-5254.03313707074,-5242.82762020833
-5249.14889168173,-5247.65946742037,-5229.52285430708,-5236.40379645016,-5277.37271924471
-5276.63162154387,-5215.65134845857,-5233.27914922468,-5251.52379631551,-5246.76325260572
-5277.4812408438,-5274.36123039748,-5251.70639997192,-5266.77701617528,-5247.52607277378
-5280.05555697293,-5259.61515931103,-5264.51617174276,-5255.05109413922,-5253.51047040791
-5276.680311032,-5259.63118607545,-5234.96360700947,-5259.43075782672,-5271.65158292651
-5237.38098574512,-5260.69018278659,-5232.50873494837,-5247.39143975833,-5265.66713173092
-5262.43733045909,-5250.40827056842,-5240.79449234137,-5265.33118469993,-5243.52306485891
-5249.21951265317,-5227.08115571622,-5221.65036620471,-5262.57941448973,-5267.0702964468
-5229.63023806743,-5274.14668679507,-5247.28264213783,-5262.81417077603,-5256.0905703594
-5241.474026248,-5240.76684986295,-5260.86261742469,-5245.2273233298,-5268.78619626322
-5276.44664766747,-5276.05492509317,-5260.16812736303,-5235.78603104334,-5262.41546641615
-5295.33107584499,-5237.96638531474,-5256.71484812958,-5261.69336375046,-5258.28422789741
-5242.49917968103,-5268.18361071238,-5267.15746723644,-5294.96788982116,-5256.55135040715
-5263.43499071948,-5266.84387876318,-5276.14900092494,-5234.81473659473,-5264.45231312845
-5247.7862612042,-5286.15625648988,-5240.95321458786,-5220.46134593298,-5282.76615712878
-5259.36160446648,-5245.11587642504,-5254.93621767182,-5278.22073104557,-5255.24491835873
-5242.20522306815,-5243.63055334831,-5242.65171089136,-5251.54720550565,-5264.71566477292
-5248.63042548074,-5241.98319026285,-5257.75177554255,-5254.81021894653,-5268.91597803648
-5237.80433243978,-5255.30497162918,-5247.52316544658,-5273.2421420138,-5255.36795340951
-5246.87156135588,-5264.79689040361,-5265.10803678865,-5267.34439445514,-5263.99895778246
-5253.52269823707,-5257.97161094934,-5265.61406651825,-5270.81221072175,-5264.10131552322
-5226.76025092404,-5271.1504111376,-5251.66546230405,-5279.43772984521,-5248.95171832259
-5247.94491999279,-5245.88223992149,-5260.70432929315,-5259.43269947603,-5261.57434637793
-5290.46780831984,-5262.27647729845,-5276.32374050842,-5256.16488406931,-5257.24397339274
-5268.06917648546,-5247.38932187581,-5257.24807454345,-5255.31490733393,-5255.63517873637
-5263.8076850251,-5254.81202172214,-5264.09417690402,-5275.14012129356,-5263.30863470469
-5305.04008607082,-5270.2798840356,-5250.08106540657,-5257.56021550882,-5268.13568332612
-5242.73198109833,-5270.31238699073,-5250.50156808933,-5262.62806817711,-5243.99928751061
-5256.54891011884,-5285.7263960992,-5261.278592894,-5239.41686056216,-5243.77098912427
-5242.98584542011,-5258.46554142201,-5254.32030626215,-5259.02415189888,-5256.69388423325
-5268.5432250125,-5276.00990369803,-5228.78060493741,-5262.11075602613,-5259.45172305358
-5236.321360227,-5244.49901415826,-5254.83582364326,-5241.4178720206,-5254.61754788687
-5274.8944409975,-5262.54991361365,-5261.84293198967,-5235.41939261183,-5243.04511650199
-5245.60170807583,-5256.09964177686,-5264.65128195371,-5276.25775831231,-5273.11155364495
-5256.87231895635,-5264.11394948942,-5250.22276618074,-5269.61521217958,-5290.5554335074
-5235.16809558991,-5222.96031790547,-5257.06869196299,-5258.25173080369,-5259.10711176026
-5259.97058842902,-5265.71726981478,-5250.91494700294,-5233.63525247302,-5234.84371826194
-5265.22958166503,-5236.61972085993,-5261.90138901481,-5250.42075670238,-5245.30169796426
-5219.46437039151,-5249.9902607933,-5247.17894795884,-5266.3665730086,-5258.16217866084
-5228.13573539548,-5240.89389032522,-5269.92024142419,-5263.740967619,-5241.55587822675
-5227.61766201995,-5262.2232031119,-5256.96078579518,-5265.86191013418,-5255.81837136911
-5279.76167246933,-5257.61814910848,-5267.54285202618,-5272.66973395615,-5279.17984937719
-5266.34169109808,-5260.25345782233,-5264.84608560094,-5244.1058031637,-5259.42377889949
-5231.71921134957,-5241.53852504672,-5266.76117363442,-5247.80462901799,-5290.36086816985
-5234.63360356792,-5254.94640052275,-5235.73755644445,-5252.03155013152,-5236.15088763851
-5238.7646528985,-5268.1479114521,-5265.04287918571,-5275.71758728485,-5268.76787920872
-5250.23777272351,-5228.55086145451,-5221.21382003692,-5226.22139148908,-5256.1879428948
-5259.11282531683,-5263.08260531589,-5265.08305278271,-5253.37211914235,-5287.32847761801
-5264.85480712293,-5281.76077771634,-5238.60514488483,-5257.22373482298,-5263.38405874299
-5229.95179394684,-5265.64053317993,-5231.0589227729,-5255.13183373567,-5232.92010608971
-5225.65598005799,-5250.71356622431,-5232.87351031959,-5256.92673752349,-5278.69236365112
-5272.14086256882,-5287.20462033402,-5246.02150861163,-5289.25927768262,-5271.91348112208
-5263.59213392912,-5261.56231150841,-5253.34655281609,-5247.31515157839,-5272.79920778369
-5272.45793448867,-5262.01077076064,-5254.31067719032,-5259.5650509805,-5239.76811358551
-5260.61766743852,-5268.10461455241,-5252.4792521935,-5220.78440256436,-5294.56846398535
-5258.67892120355,-5273.51327643152,-5248.92951777275,-5228.62747419804,-5274.18638903666
-5245.97200775058,-5239.42298368249,-5256.64018454763,-5238.40518725603,-5276.29267391782
-5255.97063202539,-5263.24300286461,-5279.24410090582,-5284.72703881911,-5252.27986045843
-5272.08835556363,-5213.36172569137,-5241.21341400788,-5272.91773038923,-5279.05409707103
-5265.84882237751,-5259.05391209718,-5258.96523161772,-5246.9103306084,-5242.31117985071
-5243.59009572738,-5271.47560050759,-5246.0002284748,-5254.11865653714,-5292.79085961713
-5240.88584142762,-5281.46273945762,-5255.1292495078,-5270.59250950402,-5288.27631047914
-5273.25660482293,-5251.29713672332,-5253.44561751272,-5242.49111756328,-5242.52594067528
-5250.20220125428,-5250.69817844383,-5247.59977781112,-5273.75329953314,-5243.64201859943
-5243.54575904338,-5257.82399524996,-5277.27782431093,-5271.89317161184,-5245.28414313462
-5272.83664774443,-5245.3652111007,-5235.45235053277,-5239.52339546787,-5302.63095205538
-5240.76513086897,-5254.27131766756,-5242.54019618562,-5263.74597145071,-5277.73865207856
-5277.38558546757,-5245.492606816,-5244.32313218746,-5256.23256081948,-5274.52209527013
-5242.01897051371,-5251.26379994883,-5250.2102604081,-5225.52145480424,-5254.28635885972
-5257.73930495103,-5257.76001397651,-5235.14408484059,-5276.38184837659,-5280.81072500996
-5237.54133146966,-5239.47950960484,-5256.54931736841,-5256.69098429272,-5239.14452039338
-5252.56982784931,-5256.98166153581,-5248.03722505049,-5274.22853366551,-5256.6962812843
-5284.64428432654,-5260.71889696702,-5244.41017534695,-5242.67285218554,-5268.33080661877
-5228.39441443098,-5237.45977956925,-5242.47170540367,-5237.63971469084,-5254.72742057625
-5268.27829264234,-5255.66417212082,-5238.48545141517,-5250.20365195419,-5265.96394616084
-5252.78231058917,-5256.7612674096,-5264.64713337112,-5257.0757180322,-5244.22343313393
-5250.32639840746,-5252.69266678586,-5259.29143375237,-5243.85467997465,-5258.31639390318
-5258.60913706553,-5241.53278473914,-5298.07287484428,-5267.63756926995,-5278.28769797605
-5264.94239784851,-5243.07135394198,-5274.53023390768,-5226.01262338877,-5254.15770048743
-5245.66210447439,-5250.87427464174,-5280.52206194667,-5273.41382049154,-5254.03266112385
-5292.51320786527,-5255.36650110523,-5254.58151742878,-5246.63971885651,-5261.06155759551
-5242.3342641866,-5276.74370688491,-5266.46301868966,-5236.82365831648,-5264.85722299934
-5260.12555866046,-5274.41229565755,-5232.36106241333,-5289.12313126884,-5263.29664233849
