"mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","dev-len-hospstay","dev-icu-frac","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","rr.1","rr.2","rr.3","rr.4","rr.5"
7.59378358964695,0.0347945258758763,0.13736016650784,0.331590509556347,0.844035537913231,0.795376882943128,0.675602352004571,0.767116942670112,0.028518558335995,0.0320377895717376,0.0576402133243288,0.0761397348421511,0.0981817899677941,0.166571600157728,0.260099717280127,0.162517172595436,2.56614739973201,2.67864967278544,2.17468649429635,1.75124617681308,1.29118654104902,0.771188053626846,0.782772689938391,1.65347472299696,0.104948678770656,0.507034140309356,0.232004728309116,0.0176701147822965,0.0910539577021394
7.54297646002323,0.0360257626054741,0.131904072390269,0.331026653134214,0.836132008354963,0.798065352618966,0.686688015043094,0.785722132703087,0.02850353098446,0.0331419503673129,0.0575871413140086,0.0761622583847469,0.0983536873285832,0.165992555577327,0.256790024295959,0.161684285301358,2.58608188312367,2.66068480420379,2.23630932774506,1.76230361955914,1.2932811646671,0.766381864530131,0.767150321204632,1.73308793391166,0.0854264500446962,0.342757164716937,0.216661230009279,0.238647354408296,0.059049633073145
7.40172151507084,0.0317499438864731,0.129650665061696,0.330816637219,0.83664119125339,0.812959320220194,0.684344664652049,0.776372321589993,0.028354489453519,0.0333452537049608,0.0576196670771387,0.0769099001313859,0.0993624019105674,0.171420337839809,0.247963313605674,0.159640580133436,2.50414631516811,2.70136537907515,2.23859361772784,1.80248999758196,1.29876876847065,0.762404762008785,0.808023159135636,1.64768344357336,0.163619972999062,0.170547946404574,0.200228955089966,0.227373446708552,0.100782847407124
7.30373593774829,0.0289500406861786,0.133985931313569,0.327562700191924,0.830594614349187,0.809988278303211,0.68285159222386,0.750548377151598,0.0271308497489236,0.0335441327736349,0.0564478104040817,0.075505616441481,0.0987006181843042,0.168254048574137,0.255715471287777,0.160429467830938,2.62358394094027,2.69394629971699,2.2160090444466,1.83016068902796,1.33361924575878,0.772418311408177,0.778493689930356,1.6274992956066,0.141222721764361,0.173805567175022,0.152446497200766,0.446413620834684,0.00822120809278973
7.30124249542034,0.0288221211705816,0.134223474579644,0.320779238586324,0.849221310242931,0.813989666389714,0.668190135528783,0.7791306669793,0.0275997506746321,0.0330285963448613,0.0557938831499757,0.0746964967430188,0.101056198520975,0.169694086866082,0.262516580381378,0.159057202133699,2.64574651539181,2.71684946727688,2.21306103227563,1.74982534038946,1.27205048182725,0.748287070093132,0.788075844735241,1.6382040870044,0.190884159228646,0.119676846648204,0.262022590433873,0.324734625714973,0.0820927259559659
7.23462628317666,0.0281741053767115,0.136933594375321,0.316862366618922,0.813183471321025,0.826989107162172,0.652363491892318,0.80114660240549,0.0277116024307915,0.0339500655536991,0.0559942732046234,0.0748973950638973,0.106111822920221,0.172700787365507,0.265143736277161,0.162282580763619,2.50294075471395,2.78109051446783,2.30780406113086,1.74439833546676,1.25862492492918,0.753396526889349,0.791183546725217,1.65118406588136,0.208288641934352,0.168519456904505,0.283600529844019,0.195351303817972,0.0330245237892321
7.3768652072117,0.0276996157892597,0.138697267883411,0.317149245830918,0.859177787514802,0.832082300519929,0.658770910596858,0.771092489187631,0.0268416719697035,0.0335426453954543,0.0573145594032139,0.0737451697479577,0.110303615727595,0.174739972642585,0.266595211196729,0.163393129714415,2.58121590442575,2.70682004287379,2.22578198630784,1.78765610761006,1.2923063357594,0.758108877746198,0.761845728365782,1.6198542865197,0.0939033075225219,0.446000227133964,0.000724686921983707,0.277205053819505,0.0840133599752297
7.46112376838513,0.0252279983612411,0.143000898224664,0.322961781615787,0.890278700888845,0.833106492839241,0.646121451194763,0.766970315095923,0.027087887172711,0.0328703801774018,0.0576052213748847,0.0742474831011013,0.11017320969652,0.17586958167365,0.2672448016223,0.159421883666627,2.56680409912476,2.68411760095076,2.2609378878844,1.71704904925254,1.282092425094,0.745632019339638,0.790300368945834,1.65100743978578,0.101289858378033,0.35643703909198,0.249006419792151,0.221142558379388,0.0594305283975071
7.54078310679266,0.0228475322479313,0.14541917030528,0.320602158160835,0.867764540386671,0.840800743967746,0.652111962538423,0.782818511207594,0.0267743564460914,0.033561819910334,0.0575096873008983,0.0736814593866029,0.108341841962917,0.17800859388494,0.267888584673648,0.159016332746894,2.60125219303584,2.59742158090852,2.25455877509507,1.77659892487977,1.31257244629672,0.742602337986104,0.740884149433551,1.63426643299309,0.168359367336442,0.291317937370916,0.326622093405435,0.0207366973882078,0.0679773142313608
7.5192703033584,0.0226154175658374,0.150437162440528,0.317860303310445,0.860801179930168,0.820898268877196,0.656693068945836,0.763299600714171,0.0268524541587991,0.0331796611297885,0.057497783875149,0.07374774031084,0.108435780418757,0.176695370274982,0.269423165294444,0.156526244928604,2.5027090962272,2.62493784176931,2.24920213074991,1.74723631791509,1.24531795589397,0.766823353050189,0.755255372047542,1.64919737500082,0.118845794623374,0.375719176632171,0.211765648139906,0.173229287117443,0.0936767812300721
