"mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","dev-len-hospstay","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","rr.1","rr.2","rr.3","rr.4","rr.5"
9.23442225426614,0.0368614934048533,0.13504405978924,0.302878365750081,0.922044310799055,0.762917226539332,0.435594646017013,150.305195533066,0.677334589850956,0.696694920565344,0.0319517874482762,0.0289344894629586,0.045992822834037,0.0715884925822238,0.10844087115087,0.16706482235516,0.270521639746808,0.182767196884444,2.66404154782418,2.70350091580108,2.34791202683109,1.84390754030054,1.37145032745721,0.783714038088724,0.805471413098935,1.65142107972849,0.206856160066535,0.391222290452963,0.317314245785244,0.0110666798211144,0.0446021191342068
9.18063590305988,0.0355219713004614,0.139132930032959,0.303781670391471,0.909576418977072,0.770393522048477,0.42781524695873,151.017531533815,0.679484658426304,0.719495417194613,0.031940446327091,0.0293939083147087,0.0455491885378184,0.0711589276658419,0.108538452403634,0.164267652820823,0.269394530326914,0.184534904230421,2.45799656447013,2.76894625976685,2.39783629396858,1.80701966224822,1.3389692816394,0.800246641396628,0.792116108680838,1.63622800918144,0.198688987095442,0.378446664238621,0.145882043784717,0.206476168698544,0.0152595467137508
9.15574588529578,0.0371255077430876,0.142160359119444,0.303981342969966,0.923618581833405,0.771602210531765,0.413696118865552,150.694338121609,0.686976808942231,0.730641007404874,0.0319892824061843,0.029483158525715,0.0459162212842125,0.0722799486504128,0.10820548959747,0.164511837867453,0.268586384239759,0.18368381929439,2.52857739724028,2.68967734004185,2.37243448579621,1.82866832922829,1.28392093579008,0.764716476470478,0.789733667667114,1.64332370981949,0.227812451661355,0.0530515531347667,0.4131454019685,0.189572885807295,0.0959759132703805
9.23937079027267,0.0366351904009787,0.141480886218137,0.301642642099109,0.919756784051015,0.758669106180041,0.41538604094749,149.475370464231,0.69050242377525,0.734097329032918,0.0313570368424426,0.0295549645954642,0.0449259191561307,0.0715902026691931,0.110148313519903,0.169077482095758,0.267545702782041,0.187561655311805,2.55787424889753,2.76794107964828,2.33794857877305,1.78273615529837,1.28935388787814,0.766063735502856,0.758842567812104,1.68319482399876,0.205073851484653,0.164347575893502,0.127917808104124,0.346280215163373,0.0910976439343002
9.23385337906918,0.0366345816666524,0.13144418495644,0.301917716895024,0.94809048256247,0.745050859088391,0.439692672906529,149.660195033497,0.68800023129454,0.742037288807019,0.031408834532665,0.0301719773056556,0.0459548573358672,0.0715611108060027,0.111188139587515,0.167102966748425,0.269980930894518,0.183727918530524,2.44422070422149,2.78519443725943,2.32463394046577,1.77862326130307,1.31198358774476,0.773592838341312,0.805492593731478,1.617149416998,0.149839632501707,0.23041849467426,0.249860413619241,0.211463803341365,0.0919546002650267
9.38848393440784,0.0352477481501883,0.129627135842164,0.298298236689163,0.941859817572374,0.741728154364068,0.428741751885279,150.116529990182,0.687260176763519,0.743316285736905,0.0319431677475213,0.0298679278678224,0.0473844220104763,0.0721638303729013,0.105580448708867,0.171363008851386,0.271033314209114,0.182631446601783,2.57547904193568,2.72330012949215,2.34238046320321,1.80935363048136,1.32886410069747,0.796985704081909,0.794871157330916,1.64097135608588,0.150981765147065,0.307430612782151,0.199728439096031,0.0594183193750352,0.247025876039293
9.43384335508946,0.0331607543972895,0.136277354642349,0.302692961455186,0.924142477328159,0.737995286571833,0.444889571009743,149.786916156414,0.690087535985794,0.753370858372942,0.0318352661684848,0.0293836948032509,0.0478811744173315,0.0718150953638517,0.108445066876423,0.168707710980139,0.271823978358816,0.176888092579907,2.64023195038457,2.77894573514914,2.40057544993147,1.8206038645071,1.36553068267487,0.795609204141372,0.807001199299906,1.70415781981749,0.0844175300411624,0.230665055607027,0.562278927866068,0.000496928057233912,0.0486806862055617
9.50350324664989,0.035747715656408,0.138125243122267,0.305616538189783,0.92235074332848,0.762823965750886,0.438073921414372,147.717007703862,0.698590367121079,0.739740197925831,0.032280198453609,0.0292471252743455,0.0465872110089605,0.071264473588819,0.110928632331587,0.165949372221017,0.265109371134367,0.17482459969042,2.57228770944233,2.76881151965665,2.42749965017509,1.82478422380214,1.32624985620973,0.794412723267409,0.799032068555429,1.62839738547387,0.13720972581525,0.236967362340014,0.371331721644336,0.208970154156731,0.0278277088980548
9.27007203014826,0.0381092840966477,0.138623964616186,0.297081530110534,0.9174764975514,0.753210179263958,0.450821399119747,146.378492417781,0.699681996022844,0.739025095259863,0.0328135774265308,0.0293323702426889,0.0464334498323206,0.0708990646882532,0.110678923501518,0.168599464985305,0.265944853206989,0.175430942352025,2.76691617213508,2.72545410346482,2.32496649855147,1.84737055157886,1.35192975281387,0.831818286300269,0.816962636755733,1.69951528785984,0.191950233029308,0.16635610005639,0.405099023808553,0.0754342878345065,0.139777057393714
9.21112990711854,0.0336309824844049,0.135685347572102,0.296040752676501,0.895931668561539,0.748122937640214,0.439046688609255,145.462727714336,0.689293758072441,0.730076433290206,0.0337337876819217,0.0291543644846453,0.0467286506914433,0.0696991059662574,0.111493624518095,0.168895578247679,0.260736662721548,0.175674188859307,2.60157773128856,2.77638485535576,2.38183746742568,1.81816643288663,1.33857879060349,0.817217771805251,0.800234669587709,1.70372269938802,0.204429069913515,0.227028812212272,0.258735421364585,0.24812382938373,0.0566160733928306
