date,daynum,month,day,cumulative_confirmed_cases,new_confirmed_cases,cumulative_deaths,new_deaths,hospitalized_currently,hospitalized_cumulative,InICU_currently,InICU_cumulative,OnVentilator_Currently,OnVentilator_Cumulative,Recovered_cumulative,cumulative_confirmed_cases_0_19,cumulative_confirmed_cases_20_29,cumulative_confirmed_cases_30_39,cumulative_confirmed_cases_40_49,cumulative_confirmed_cases_50_59,cumulative_confirmed_cases_60_69,cumulative_confirmed_cases_70_79,cumulative_confirmed_cases_80plus,cumulative_confirmed_hospitalizations_0_19,cumulative_confirmed_hospitalizations_20_29,cumulative_confirmed_hospitalizations_30_39,cumulative_confirmed_hospitalizations_40_49,cumulative_confirmed_hospitalizations_50_59,cumulative_confirmed_hospitalizations_60_69,cumulative_confirmed_hospitalizations_70_79,cumulative_confirmed_hospitalizations_80plus,cumulative_confirmed_deaths_0_19,cumulative_confirmed_deaths_20_29,cumulative_confirmed_deaths_30_39,cumulative_confirmed_deaths_40_49,cumulative_confirmed_deaths_50_59,cumulative_confirmed_deaths_60_69,cumulative_confirmed_deaths_70_79,cumulative_confirmed_deaths_80plus,not_Hospitalized_cumulative,under_inversigation_cumulative,nursinghome_tests_total,nursinghome_tests_positive
9/5/2020,249,9,5,120699,316,8926,12,312,12193,52,NA,22,NA,NA,9121,19916,20069,18405,20176,15926,10309,15685,130,328,592,883,1570,2350,2616,3724,0,18,40,97,332,934,1972,5696,NA,NA,NA,NA
9/6/2020,250,9,6,121016,329,8934,8,322,12200,56,NA,20,NA,NA,9180,20002,20129,18450,20220,15954,10322,15692,131,328,593,883,1571,2352,2617,3725,0,18,41,97,333,936,1974,5703,NA,NA,NA,NA
9/7/2020,251,9,7,121345,321,8942,8,328,12206,47,NA,24,NA,NA,9238,20088,20189,18495,20263,15983,10334,15700,131,328,594,884,1571,2354,2618,3726,0,18,41,97,333,938,1977,5710,NA,NA,NA,NA
9/8/2020,252,9,8,121666,330,8956,14,338,12212,49,NA,21,NA,NA,9296,20174,20248,18540,20307,16012,10347,15707,131,329,595,884,1572,2355,2619,3727,0,18,41,98,333,939,1979,5716,NA,NA,NA,NA
9/9/2020,253,9,9,121996,329,8968,12,355,12218,59,NA,21,NA,NA,9354,20260,20308,18585,20350,16041,10359,15715,131,329,596,885,1572,2357,2620,3728,0,18,41,98,333,941,1982,5723,NA,NA,NA,NA
9/10/2020,254,9,10,122325,336,8988,20,330,12224,60,NA,22,NA,NA,9419,20347,20371,18636,20393,16068,10371,15722,131,329,596,886,1574,2358,2621,3729,0,18,41,98,334,943,1985,5731,NA,NA,NA,NA
9/11/2020,255,9,11,122660,384,9000,12,331,12231,64,NA,25,NA,NA,9483,20435,20435,18687,20435,16095,10383,15730,132,329,596,886,1575,2359,2623,3731,0,18,41,99,335,944,1988,5740,NA,NA,NA,NA
9/12/2020,256,9,12,123045,367,9008,8,313,12237,61,NA,21,NA,NA,9548,20522,20498,18738,20478,16122,10395,15737,132,329,596,887,1577,2360,2624,3732,0,18,41,99,336,946,1991,5748,NA,NA,NA,NA
9/13/2020,257,9,13,123411,358,9019,11,302,12246,63,NA,17,NA,NA,9613,20610,20562,18788,20520,16150,10408,15745,132,330,597,887,1579,2362,2625,3734,0,19,41,99,337,947,1994,5757,NA,NA,NA,NA
9/14/2020,258,9,14,123769,350,9035,16,310,12252,52,NA,23,NA,NA,9678,20697,20625,18839,20563,16177,10420,15752,132,330,597,888,1581,2363,2626,3735,0,19,41,99,338,949,1997,5765,NA,NA,NA,NA
9/15/2020,259,9,15,124119,354,9049,14,352,12259,66,NA,24,NA,NA,9742,20785,20689,18890,20605,16204,10432,15760,133,330,597,888,1582,2364,2628,3737,0,19,41,100,339,950,2000,5774,NA,NA,NA,NA
9/16/2020,260,9,16,124473,355,9070,21,377,12265,64,NA,26,NA,NA,9807,20872,20752,18941,20648,16231,10444,15767,133,330,597,889,1584,2365,2629,3738,0,19,41,100,340,952,2003,5782,NA,NA,NA,NA
9/17/2020,261,9,17,124829,353,9084,14,338,12273,62,NA,25,NA,NA,9881,20972,20818,18994,20698,16262,10458,15778,133,330,598,890,1585,2367,2630,3740,0,19,41,100,340,954,2005,5789,NA,NA,NA,NA
9/18/2020,262,9,18,125181,342,9096,12,362,12280,65,NA,28,NA,NA,9955,21073,20884,19047,20748,16293,10473,15789,133,331,599,891,1586,2368,2631,3741,0,19,41,101,341,956,2008,5797,NA,NA,NA,NA
9/19/2020,263,9,19,125523,354,9107,11,364,12288,61,NA,34,NA,NA,10029,21173,20950,19100,20798,16324,10487,15800,133,331,600,892,1587,2370,2632,3743,0,19,41,101,341,958,2010,5804,NA,NA,NA,NA
9/20/2020,264,9,20,125878,375,9122,15,367,12296,69,NA,31,NA,NA,10102,21273,21017,19154,20847,16355,10502,15810,134,332,602,892,1587,2371,2633,3745,0,19,41,101,341,960,2013,5812,NA,NA,NA,NA
9/21/2020,265,9,21,126253,410,9139,17,371,12304,67,NA,27,NA,NA,10176,21373,21083,19207,20897,16386,10516,15821,134,332,603,893,1588,2373,2634,3747,0,19,41,101,341,962,2015,5819,NA,NA,NA,NA
9/22/2020,266,9,22,126663,427,9144,5,361,12311,71,NA,26,NA,NA,10250,21474,21149,19260,20947,16417,10531,15832,134,333,604,894,1589,2374,2635,3748,0,19,41,102,342,964,2018,5827,NA,NA,NA,NA
9/23/2020,267,9,23,127089,450,9157,13,375,12319,75,NA,29,NA,NA,10324,21574,21215,19313,20997,16448,10545,15843,134,333,605,895,1590,2376,2636,3750,0,19,41,102,342,966,2020,5834,NA,NA,NA,NA
9/24/2020,268,9,24,127539,462,9170,13,389,12328,78,NA,31,NA,NA,10423,21687,21302,19381,21057,16485,10563,15854,134,333,605,896,1592,2377,2638,3753,0,19,41,102,343,968,2023,5844,NA,NA,NA,NA
9/25/2020,269,9,25,128001,525,9187,17,354,12338,77,NA,28,NA,NA,10522,21800,21390,19449,21117,16521,10582,15866,134,334,606,897,1593,2379,2640,3755,0,19,41,103,344,970,2026,5854,NA,NA,NA,NA
9/26/2020,270,9,26,128526,554,9208,21,408,12347,79,NA,27,NA,NA,10621,21913,21477,19517,21177,16558,10600,15877,134,334,606,898,1595,2380,2642,3758,0,19,41,103,345,972,2029,5864,NA,NA,NA,NA
9/27/2020,271,9,27,129080,561,9222,14,418,12355,85,NA,31,NA,NA,10720,22027,21564,19584,21236,16594,10618,15888,134,334,607,899,1597,2381,2643,3760,0,20,41,103,347,973,2031,5875,NA,NA,NA,NA
9/28/2020,272,9,28,129641,573,9241,19,444,12364,107,NA,27,NA,NA,10819,22140,21651,19652,21296,16631,10636,15899,134,334,607,900,1599,2382,2645,3763,0,20,41,103,348,975,2034,5885,NA,NA,NA,NA
9/29/2020,273,9,29,130215,575,9254,13,438,12374,89,NA,29,NA,NA,10918,22253,21739,19720,21356,16667,10655,15911,134,335,608,901,1600,2384,2647,3765,0,20,41,104,349,977,2037,5895,NA,NA,NA,NA
9/30/2020,274,9,30,130790,582,9271,17,436,12383,84,NA,32,NA,NA,11017,22366,21826,19788,21416,16704,10673,15922,134,335,608,902,1602,2385,2649,3768,0,20,41,104,350,979,2040,5905,NA,NA,NA,NA
10/1/2020,275,10,1,131371,591,9285,14,421,12391,79,NA,34,NA,NA,11137,22494,21930,19866,21485,16747,10694,15935,134,335,608,903,1603,2386,2651,3771,0,20,41,105,351,981,2043,5915,NA,NA,NA,NA
10/2/2020,276,10,2,131962,574,9300,15,416,12403,75,NA,27,NA,NA,11256,22622,22034,19943,21554,16790,10716,15948,134,336,609,904,1604,2388,2654,3774,0,20,41,105,353,984,2046,5925,NA,NA,NA,NA
10/3/2020,277,10,3,132537,577,9313,13,438,12411,83,NA,27,NA,NA,11376,22750,22138,20021,21623,16833,10737,15961,134,336,609,905,1605,2389,2656,3777,0,20,41,106,354,986,2049,5935,NA,NA,NA,NA
10/4/2020,278,10,4,133114,593,9328,15,473,12421,88,NA,33,NA,NA,11496,22877,22242,20099,21692,16875,10759,15974,134,337,609,905,1607,2391,2658,3780,1,21,41,106,356,989,2052,5946,NA,NA,NA,NA
10/5/2020,279,10,5,133707,615,9338,10,494,12429,85,NA,31,NA,NA,11616,23005,22346,20177,21761,16918,10780,15987,134,337,609,906,1608,2392,2660,3783,1,21,41,107,357,991,2055,5956,NA,NA,NA,NA
10/6/2020,280,10,6,134322,632,9344,6,515,12441,83,NA,34,NA,NA,11735,23133,22450,20254,21830,16961,10802,16000,134,338,610,907,1609,2394,2663,3786,1,21,41,107,359,994,2058,5966,NA,NA,NA,NA
10/7/2020,281,10,7,134955,633,9360,16,484,12449,85,NA,23,NA,NA,11855,23261,22554,20332,21899,17004,10823,16013,134,338,610,908,1610,2395,2665,3789,1,21,41,108,360,996,2061,5976,NA,NA,NA,NA
10/8/2020,282,10,8,135588,629,9374,14,500,12461,88,NA,28,NA,NA,11985,23390,22664,20433,21995,17059,10852,16035,134,339,611,909,1611,2397,2668,3792,1,21,41,108,360,998,2064,5983,NA,NA,NA,NA
10/9/2020,283,10,9,136217,607,9388,14,531,12471,86,NA,28,NA,NA,12115,23519,22775,20534,22092,17115,10881,16057,135,339,611,910,1612,2400,2670,3794,1,21,41,109,361,999,2068,5991,NA,NA,NA,NA
10/10/2020,284,10,10,136824,614,9404,16,511,12483,85,NA,29,NA,NA,12245,23648,22885,20635,22188,17170,10910,16079,135,340,612,911,1613,2402,2673,3797,1,21,41,109,361,1001,2071,5998,NA,NA,NA,NA
10/11/2020,285,10,11,137438,640,9421,17,501,12496,82,NA,32,NA,NA,12376,23776,22996,20737,22284,17225,10939,16102,136,341,613,911,1614,2405,2676,3800,1,21,41,109,362,1002,2075,6006,NA,NA,NA,NA
10/12/2020,286,10,12,138078,657,9446,25,514,12508,87,NA,27,NA,NA,12506,23905,23106,20838,22380,17280,10968,16124,136,342,614,912,1615,2407,2679,3803,1,21,41,109,362,1004,2078,6013,NA,NA,NA,NA
10/13/2020,287,10,13,138735,682,9461,15,499,12518,88,NA,28,NA,NA,12636,24034,23217,20939,22477,17336,10997,16146,137,342,614,913,1616,2410,2681,3805,1,21,41,110,363,1005,2082,6021,NA,NA,NA,NA
10/14/2020,288,10,14,139417,700,9484,23,503,12530,92,NA,34,NA,NA,12766,24163,23327,21040,22573,17391,11026,16168,137,343,615,914,1617,2412,2684,3808,1,21,41,110,363,1007,2085,6028,NA,NA,NA,NA
10/15/2020,289,10,15,140117,710,9501,17,513,12541,77,NA,33,NA,NA,12922,24313,23465,21159,22684,17463,11060,16194,137,344,615,915,1618,2414,2687,3811,1,21,41,110,364,1009,2088,6037,NA,NA,NA,NA
10/16/2020,290,10,16,140827,778,9520,19,500,12552,88,NA,36,NA,NA,13077,24464,23603,21279,22795,17535,11095,16220,138,344,615,915,1619,2417,2690,3814,1,21,41,110,364,1011,2091,6045,NA,NA,NA,NA
10/17/2020,291,10,17,141605,825,9539,19,483,12566,83,NA,32,NA,NA,13233,24614,23741,21398,22906,17607,11129,16246,138,345,618,916,1620,2419,2693,3817,1,21,41,110,365,1013,2094,6054,NA,NA,NA,NA
10/18/2020,292,10,18,142430,869,9545,6,500,12579,86,NA,33,NA,NA,13389,24765,23878,21518,23016,17680,11163,16273,139,346,620,917,1620,2421,2696,3820,1,22,41,111,365,1016,2098,6063,NA,NA,NA,NA
10/19/2020,293,10,19,143299,930,9567,22,517,12591,94,NA,35,NA,NA,13545,24915,24016,21637,23127,17752,11197,16299,139,347,621,918,1621,2423,2699,3823,1,22,41,111,366,1018,2101,6072,NA,NA,NA,NA
10/20/2020,294,10,20,144229,982,9589,22,519,12603,91,NA,36,NA,NA,13700,25066,24154,21757,23238,17824,11232,16325,140,347,622,918,1622,2426,2702,3826,1,22,41,111,366,1020,2104,6080,NA,NA,NA,NA
10/21/2020,295,10,21,145212,1018,9605,16,521,12615,103,NA,38,NA,NA,13856,25216,24292,21876,23349,17896,11266,16351,140,348,623,919,1623,2428,2705,3829,1,22,41,111,367,1022,2107,6089,NA,NA,NA,NA
10/22/2020,296,10,22,146230,1040,9621,16,570,12627,125,NA,43,NA,NA,14049,25403,24473,22024,23481,17985,11309,16378,140,348,623,920,1625,2430,2708,3833,1,22,41,111,368,1024,2111,6101,NA,NA,NA,NA
10/23/2020,297,10,23,147269,1104,9642,21,551,12638,114,NA,45,NA,NA,14243,25590,24654,22173,23612,18074,11351,16406,141,349,623,920,1626,2431,2711,3837,1,22,41,112,370,1026,2116,6112,NA,NA,NA,NA
10/24/2020,298,10,24,148373,1138,9667,25,538,12650,109,NA,45,NA,NA,14436,25777,24835,22321,23744,18163,11394,16433,141,349,623,921,1628,2433,2714,3841,1,22,41,112,371,1028,2120,6124,NA,NA,NA,NA
10/25/2020,299,10,25,149510,1171,9683,16,550,12662,105,NA,43,NA,NA,14629,25963,25017,22469,23876,18253,11437,16460,141,349,623,922,1630,2434,2718,3845,1,23,41,113,372,1031,2125,6136,NA,NA,NA,NA
10/26/2020,300,10,26,150682,1175,9709,26,567,12674,109,NA,47,NA,NA,14822,26150,25198,22617,24008,18342,11480,16487,141,349,623,923,1632,2436,2721,3849,1,23,41,113,373,1033,2129,6148,NA,NA,NA,NA
10/27/2020,301,10,27,151857,1161,9730,21,582,12685,106,NA,49,NA,NA,15016,26337,25379,22766,24139,18431,11522,16515,142,350,623,923,1633,2437,2724,3853,1,23,41,114,375,1035,2134,6159,NA,NA,NA,NA
10/28/2020,302,10,28,153018,1172,9749,19,561,12697,99,NA,49,NA,NA,15209,26524,25560,22914,24271,18520,11565,16542,142,350,623,924,1635,2439,2727,3857,1,23,41,114,376,1037,2138,6171,NA,NA,NA,NA
10/29/2020,303,10,29,154191,1176,9768,19,571,12710,106,NA,47,NA,NA,15427,26746,25775,23090,24426,18626,11617,16572,142,350,623,925,1637,2441,2731,3861,1,23,41,115,377,1039,2142,6182,NA,NA,NA,NA
10/30/2020,304,10,30,155367,1215,9786,18,623,12721,118,NA,53,NA,NA,15644,26968,25990,23266,24580,18733,11668,16602,142,350,623,925,1639,2443,2734,3865,1,23,41,115,379,1041,2147,6192,NA,NA,NA,NA
10/31/2020,305,10,31,156582,1254,9798,12,613,12734,113,NA,55,NA,NA,15862,27190,26205,23442,24735,18839,11720,16632,142,350,623,926,1641,2445,2738,3869,1,23,41,116,380,1043,2151,6203,NA,NA,NA,NA
11/1/2020,306,11,1,157835,1267,9818,20,NA,12748,NA,NA,NA,NA,NA,16080,27412,26420,23619,24889,18945,11772,16663,143,351,624,927,1642,2447,2741,3873,1,24,41,116,381,1044,2156,6213,NA,NA,NA,NA
11/2/2020,307,11,2,159102,1263,9840,22,NA,12761,NA,NA,NA,NA,NA,16298,27634,26635,23795,25044,19051,11824,16693,143,351,624,928,1644,2449,2745,3877,1,24,41,117,382,1046,2160,6224,NA,NA,NA,NA
11/3/2020,308,11,3,160365,1148,9855,15,NA,12772,NA,NA,NA,NA,NA,16515,27856,26850,23971,25198,19158,11875,16723,143,351,624,928,1646,2451,2748,3881,1,24,41,117,384,1048,2165,6234,NA,NA,NA,NA
11/4/2020,309,11,4,161513,1194,9880,25,NA,12785,NA,NA,NA,NA,NA,16733,28078,27065,24147,25353,19264,11927,16753,143,351,624,929,1648,2453,2752,3885,1,24,41,118,385,1050,2169,6245,NA,NA,NA,NA
11/5/2020,310,11,5,162137,1331,9901,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2020,311,11,6,162909,1216,9911,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
