date,daynum,month,day,cumulative_confirmed_cases,new_confirmed_cases,cumulative_deaths,new_deaths,hospitalized_currently,hospitalized_cumulative,InICU_currently,InICU_cumulative,OnVentilator_Currently,OnVentilator_Cumulative,Recovered_cumulative,cumulative_confirmed_cases_0_19,cumulative_confirmed_cases_20_29,cumulative_confirmed_cases_30_39,cumulative_confirmed_cases_40_49,cumulative_confirmed_cases_50_59,cumulative_confirmed_cases_60_69,cumulative_confirmed_cases_70_79,cumulative_confirmed_cases_80plus,cumulative_confirmed_hospitalizations_0_19,cumulative_confirmed_hospitalizations_20_29,cumulative_confirmed_hospitalizations_30_39,cumulative_confirmed_hospitalizations_40_49,cumulative_confirmed_hospitalizations_50_59,cumulative_confirmed_hospitalizations_60_69,cumulative_confirmed_hospitalizations_70_79,cumulative_confirmed_hospitalizations_80plus,cumulative_confirmed_deaths_0_19,cumulative_confirmed_deaths_20_29,cumulative_confirmed_deaths_30_39,cumulative_confirmed_deaths_40_49,cumulative_confirmed_deaths_50_59,cumulative_confirmed_deaths_60_69,cumulative_confirmed_deaths_70_79,cumulative_confirmed_deaths_80plus,not_Hospitalized_cumulative,under_inversigation_cumulative,nursinghome_tests_total,nursinghome_tests_positive
3/13/20,73,3,13,199,60,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,12,NA,NA
3/14/20,74,3,14,259,93,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,22,NA,NA
3/15/20,75,3,15,352,127,0,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,36,NA,NA
3/16/20,76,3,16,479,163,0,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,60,NA,NA
3/17/20,77,3,17,642,209,0,0,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,62,NA,NA
3/18/20,78,3,18,851,245,2,2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,78,NA,NA
3/19/20,79,3,19,1096,276,3,1,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,125,NA,NA
3/20/20,80,3,20,1372,341,5,2,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,156,NA,NA
3/21/20,81,3,21,1713,408,7,2,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,249,NA,NA
3/22/20,82,3,22,2121,478,11,4,NA,92,NA,NA,NA,NA,NA,18,93,112,134,119,87,51,30,3,1,5,7,12,15,25,24,0,0,0,0,1,0,2,2,263,312,NA,NA
3/23/20,83,3,23,2599,572,17,6,NA,106,NA,NA,NA,NA,NA,19,115,132,152,143,110,64,41,3,1,5,7,12,16,31,31,0,0,0,0,1,1,4,3,286,412,NA,NA
3/24/20,84,3,24,3171,651,26,9,NA,138,NA,NA,NA,NA,NA,24,188,205,214,208,153,100,63,3,2,5,9,13,20,43,43,0,0,0,0,1,2,4,4,313,782,NA,NA
3/25/20,85,3,25,3822,699,33,7,NA,174,NA,NA,NA,NA,NA,41,326,322,313,330,249,160,94,3,2,5,9,13,21,61,60,0,0,0,0,1,2,6,6,350,1385,NA,NA
3/26/20,86,3,26,4521,733,42,9,NA,220,NA,NA,NA,NA,NA,53,425,433,386,437,329,207,140,4,2,5,9,14,23,77,86,0,0,0,0,2,2,8,13,366,1832,NA,NA
3/27/20,87,3,27,5254,823,57,15,NA,364,NA,NA,NA,NA,NA,63,567,581,526,597,442,274,195,5,7,11,30,49,59,94,109,0,0,0,0,2,4,8,21,999,1953,NA,NA
3/28/20,88,3,28,6077,901,72,15,NA,442,NA,NA,NA,NA,NA,83,723,752,690,812,588,348,263,5,11,15,35,62,69,111,134,0,0,0,0,3,5,9,27,1226,2681,NA,NA
3/29/20,89,3,29,6978,985,97,25,NA,501,NA,NA,NA,NA,NA,101,842,866,810,953,686,398,301,5,12,20,37,69,79,130,149,0,0,0,0,3,5,10,30,1405,3151,NA,NA
3/30/20,90,3,30,7963,1034,125,28,NA,562,NA,NA,NA,NA,NA,122,953,1031,948,1088,802,459,355,6,14,23,47,77,88,140,167,0,0,0,0,3,8,14,31,1603,3696,NA,NA
3/31/20,91,3,31,8997,1111,153,28,NA,652,NA,NA,NA,NA,NA,137,1081,1181,1084,1280,925,519,410,6,15,30,57,100,108,150,186,0,0,0,0,4,11,20,54,1941,4117,NA,NA
4/1/20,92,4,1,10108,1183,189,36,NA,734,NA,NA,NA,NA,NA,155,1236,1347,1295,1513,1093,605,496,6,16,37,66,118,134,161,196,0,0,1,0,6,14,27,73,2340,4716,NA,NA
4/2/20,93,4,2,11291,1248,230,41,NA,813,NA,NA,NA,NA,NA,185,1378,1533,1465,1733,1246,738,686,7,20,44,77,140,159,164,202,0,0,2,0,7,18,35,92,2684,5469,NA,NA
4/3/20,94,4,3,12539,1347,268,38,NA,966,NA,NA,NA,NA,NA,226,1571,1777,1712,2022,1439,837,816,7,23,57,85,162,191,206,235,0,0,2,0,9,22,46,113,3063,6373,NA,NA
4/4/20,95,4,4,13886,1455,306,38,1869,1068,438,NA,NA,NA,NA,275,1716,1964,1941,2312,1620,955,952,7,24,64,89,182,209,228,265,0,0,2,0,9,23,48,134,3378,7290,NA,NA
4/5/20,96,4,5,15341,1531,374,68,2227,1145,526,NA,NA,NA,NA,290,1773,2064,2074,2465,1735,1038,1060,7,29,66,101,197,221,242,282,0,0,2,0,12,25,50,142,3675,7680,NA,NA
4/6/20,97,4,6,16872,1631,453,79,2288,1241,542,NA,NA,NA,NA,312,1876,2217,2245,2685,1922,1210,1370,8,31,68,109,217,237,263,308,0,0,2,0,14,26,60,158,3982,8654,NA,NA
4/7/20,98,4,7,18503,1713,524,71,2498,1435,575,NA,NA,NA,NA,338,2013,2389,2408,2886,2148,1381,1639,9,35,77,121,239,275,308,371,0,0,2,1,18,36,83,216,4316,9451,NA,NA
4/8/20,99,4,8,20216,1732,624,100,2891,1583,659,NA,NA,NA,NA,363,2195,2603,2649,3204,2398,1529,1847,9,39,86,132,256,310,337,414,0,0,2,2,22,40,103,264,4717,10490,NA,NA
4/9/20,100,4,9,21948,1725,736,112,3141,1747,685,NA,NA,NA,NA,403,2408,2882,2926,3562,2681,1782,2292,9,43,99,142,288,340,363,463,0,0,3,3,27,45,118,307,5106,12088,NA,NA
4/10/20,101,4,10,23673,1735,844,108,3323,1956,701,NA,NA,NA,NA,446,2637,3201,3236,3931,2950,2001,2562,9,49,109,158,315,383,415,518,0,0,3,4,28,52,141,371,5731,13287,NA,NA
4/11/20,102,4,11,25408,1857,964,120,3421,2092,745,NA,NA,NA,NA,500,2834,3459,3500,4279,3224,2169,2883,10,51,113,168,336,408,447,559,0,0,3,5,29,64,159,426,6053,14687,NA,NA
4/12/20,103,4,12,27265,1962,1078,114,3485,2235,765,NA,NA,NA,NA,554,3107,3801,3848,4654,3582,2424,3297,10,54,117,179,359,435,480,601,0,0,4,5,31,69,185,462,6455,16785,NA,NA
4/13/20,104,4,13,29227,2020,1241,163,3485,2340,942,NA,782,NA,NA,593,3262,3993,4002,4896,3778,2580,3558,11,55,120,182,374,456,510,632,0,0,5,5,38,82,207,507,6678,17849,NA,NA
4/14/20,105,4,14,31247,2157,1363,122,3616,2551,965,NA,733,NA,NA,622,3393,4165,4166,5120,3979,2744,3796,11,58,131,196,411,500,562,682,0,0,6,5,40,96,238,572,6678,17849,NA,NA
4/15/20,106,4,15,33404,2183,1540,177,3637,2792,987,NA,769,NA,NA,675,3593,4448,4455,5420,4244,2894,3973,12,62,135,206,438,547,616,776,0,0,6,7,43,107,265,680,6678,17849,NA,NA
4/16/20,107,4,16,35587,2206,1714,174,3726,3062,998,NA,826,NA,NA,737,3826,4706,4754,5784,4562,3142,4423,12,67,151,230,464,594,683,861,0,0,6,10,47,124,299,759,6678,17849,NA,NA
4/17/20,108,4,17,37793,2305,1882,168,3756,3314,1003,NA,814,NA,NA,803,4095,5040,5071,6158,4850,3342,4777,13,74,165,243,485,640,733,961,0,0,6,11,51,137,330,869,NA,NA,NA,NA
4/18/20,109,4,18,40098,2208,2051,169,3728,3509,1000,NA,821,NA,NA,852,4314,5282,5326,6445,5090,3571,5193,14,79,172,257,506,672,782,1027,0,0,6,12,58,153,356,974,NA,NA,NA,NA
4/19/20,110,4,19,42306,2225,2228,177,3789,3672,1020,NA,813,NA,NA,899,4483,5483,5517,6687,5315,3767,5634,15,88,179,277,523,698,818,1074,0,0,7,13,60,171,382,1073,NA,NA,NA,NA
4/20/20,111,4,20,44531,2227,2401,173,3867,3788,1040,NA,824,NA,NA,933,4585,5636,5683,6873,5504,3965,6083,15,90,180,281,532,719,836,1135,0,1,7,13,63,182,399,1144,NA,NA,NA,NA
4/21/20,112,4,21,46758,2124,2561,160,3965,4007,1050,NA,842,NA,NA,974,4789,5869,5901,7126,5709,4107,6355,16,93,190,293,559,763,884,1209,0,1,7,14,66,196,439,1237,NA,NA,NA,NA
4/22/20,113,4,22,48882,2126,2713,152,3873,4255,1034,NA,831,NA,NA,1024,4979,6088,6175,7408,5957,4315,6675,16,97,205,313,601,797,926,1300,0,1,7,15,75,213,483,1388,NA,NA,NA,NA
4/23/20,114,4,23,51008,2091,2903,190,3830,4492,1048,NA,810,NA,NA,1167,5312,6539,6612,7878,6361,4617,7204,17,100,214,332,630,837,980,1382,0,1,7,16,81,228,523,1504,NA,NA,NA,NA
4/24/20,115,4,24,53099,2011,3100,197,3830,4751,1058,NA,795,NA,NA,1394,6030,7357,7442,8729,7034,4933,7738,17,105,225,349,669,876,1031,1479,0,1,7,17,92,250,568,1621,NA,NA,NA,NA
4/25/20,116,4,25,55110,1998,3250,150,3854,4964,1077,NA,816,NA,NA,1503,6382,7690,7767,9091,7339,5176,8079,18,107,235,363,704,908,1072,1557,0,1,7,20,99,266,604,1733,NA,NA,NA,NA
4/26/20,117,4,26,57108,1923,3401,151,3892,5103,1089,NA,811,NA,NA,1578,6605,7938,7990,9310,7517,5321,8365,20,111,238,377,718,926,1102,1611,0,1,7,23,109,278,639,1842,NA,NA,NA,NA
4/27/20,118,4,27,59031,1872,3559,158,3875,5236,1010,NA,785,NA,NA,1648,6807,8186,8220,9531,7709,5470,8601,22,113,244,387,733,951,1131,1655,0,1,7,23,111,291,665,1905,NA,NA,NA,NA
4/28/20,119,4,28,60903,1844,3700,141,3856,5514,1011,NA,763,NA,NA,1711,7023,8449,8452,9775,7963,5682,8961,25,121,260,410,767,1005,1184,1742,0,1,8,24,117,306,699,1997,NA,NA,NA,NA
4/29/20,120,4,29,62747,1777,3865,165,3803,5757,1001,NA,746,NA,NA,1788,7295,8744,8732,10095,8218,5849,9253,28,126,272,428,802,1045,1236,1820,0,2,8,27,126,321,753,2168,NA,NA,30883,1835
4/30/20,121,4,30,64524,1761,4008,143,3716,5941,952,NA,727,NA,NA,1904,7588,9099,9010,10426,8482,5994,9418,28,130,281,442,819,1084,1270,1887,0,2,10,28,128,344,787,2263,NA,NA,33786,1940
5/1/20,122,5,1,66285,1725,4184,176,3601,6167,925,NA,714,NA,NA,2009,7879,9438,9317,10781,8729,6169,9721,30,138,292,456,847,1124,1330,1950,0,2,10,32,132,366,827,2347,NA,NA,36965,1990
5/2/20,123,5,2,68010,1673,4328,144,3617,6376,907,NA,684,NA,NA,2130,8159,9727,9580,11075,8966,6337,10021,32,143,302,466,864,1172,1371,2026,0,2,11,33,133,384,853,2430,NA,NA,40202,2035
5/3/20,124,5,3,69683,1603,4465,137,3539,6505,913,NA,675,NA,NA,2225,8406,9957,9849,11352,9234,6488,10291,34,147,308,474,880,1190,1404,2068,0,2,11,33,139,391,903,2525,NA,NA,42584,2055
5/4/20,125,5,4,71286,1551,4600,135,3542,6620,914,NA,688,NA,NA,2286,8528,10106,9986,11472,9326,6569,10533,35,149,315,484,894,1211,1432,2100,0,3,11,34,143,400,924,2575,NA,NA,44215,2075
5/5/20,126,5,5,72837,1462,4737,137,3562,6829,922,NA,685,NA,NA,2351,8712,10314,10157,11635,9488,6681,10669,39,156,323,496,931,1259,1473,2152,0,3,11,37,148,424,950,2639,NA,NA,46263,2075
5/6/20,127,5,6,74299,1412,4876,139,3436,7078,853,NA,656,NA,NA,2475,8966,10592,10404,11843,9691,6847,10940,42,162,341,519,974,1308,1513,2219,0,3,13,38,157,440,992,2777,NA,NA,47787,2115
5/7/20,128,5,7,75711,1362,5006,130,3349,7235,832,NA,643,NA,NA,2569,9206,10859,10623,12088,9902,7002,11197,44,166,351,531,998,1341,1544,2260,0,3,13,41,160,454,1030,2851,NA,NA,50157,2145
5/8/20,129,5,8,77073,1281,5116,110,3229,7432,814,NA,619,NA,NA,2668,9478,11108,10861,12305,10087,7142,11425,45,170,357,544,1028,1374,1593,2321,0,4,15,42,163,463,1073,2942,NA,NA,52630,2310
5/9/20,130,5,9,78354,1241,5220,104,3128,7549,810,NA,616,NA,NA,2761,9700,11337,11068,12474,10268,7249,11636,46,171,363,552,1040,1409,1621,2347,0,4,16,44,166,482,1102,3026,NA,NA,55923,2335
5/10/20,131,5,10,79595,1186,5346,126,3102,7615,813,NA,630,NA,NA,2852,9846,11511,11197,12617,10376,7326,11813,46,172,363,560,1043,1423,1639,2369,0,4,16,45,170,496,1131,3117,NA,NA,56909,2335
5/11/20,132,5,11,80781,1134,5473,127,3127,7732,818,NA,617,NA,NA,2895,9948,11606,11270,12721,10437,7381,11952,47,173,368,567,1056,1437,1670,2414,0,4,16,46,183,502,1164,3193,NA,NA,59510,2390
5/12/20,133,5,12,81915,1083,5586,113,3101,7841,794,NA,623,NA,NA,2947,10072,11760,11400,12848,10536,7451,12070,47,180,369,574,1080,1452,1684,2455,0,5,16,46,184,504,1171,3215,NA,NA,58517,2540
5/13/20,134,5,13,82998,1079,5700,114,2859,8031,781,NA,601,NA,NA,2995,10203,11898,11555,13006,10721,7614,12267,50,183,377,583,1108,1491,1732,2507,0,6,17,48,188,523,1214,3318,NA,NA,60121,2560
5/14/20,135,5,14,84077,1076,5799,99,2767,8206,749,NA,584,NA,NA,3111,10449,12148,11820,13289,10947,7744,12442,54,190,380,594,1133,1527,1774,2554,0,7,17,50,192,543,1245,3427,NA,NA,64705,2580
5/15/20,136,5,15,85153,1076,5918,119,2692,8315,747,NA,576,NA,NA,3195,10672,12339,12006,13469,11096,7847,12570,55,190,382,603,1138,1554,1798,2595,0,7,17,50,196,552,1266,3505,NA,NA,65973,2600
5/16/20,137,5,16,86229,1023,6004,86,2597,8455,702,NA,558,NA,NA,3319,10874,12564,12220,13737,11303,7951,12735,58,195,390,619,1152,1579,1826,2636,0,7,17,50,203,560,1291,3577,NA,NA,66625,2635
5/17/20,138,5,17,87252,980,6088,84,2533,8538,674,NA,533,NA,NA,3431,11037,12725,12380,13887,11419,8018,12860,58,198,393,625,1160,1594,1852,2658,0,7,17,51,207,571,1314,3630,NA,NA,67689,2635
5/18/20,139,5,18,88232,932,6185,97,2472,8620,672,NA,534,NA,NA,3554,11185,12898,12536,14021,11544,8072,12977,61,199,398,631,1170,1609,1865,2687,0,7,18,51,211,578,1325,3672,NA,NA,67713,2640
5/19/20,140,5,19,89164,897,6259,74,2518,8765,675,NA,513,NA,NA,3645,11368,13056,12653,14162,11607,8122,13055,63,206,406,643,1193,1644,1890,2720,0,7,18,51,213,591,1340,3718,NA,NA,68941,2700
5/20/20,141,5,20,90061,860,6343,84,2396,8896,647,NA,493,NA,NA,3779,11555,13229,12804,14316,11716,8175,13145,63,211,410,648,1203,1678,1922,2761,0,8,18,52,215,607,1370,3796,NA,NA,69779,2730
5/21/20,142,5,21,90921,851,6410,67,2323,9040,628,NA,454,NA,NA,3902,11723,13412,12945,14491,11832,8241,13272,66,218,412,657,1225,1703,1953,2806,0,8,18,54,220,616,1380,3852,NA,NA,70679,2745
5/22/20,143,5,22,91772,691,6492,82,2237,9162,610,NA,452,NA,NA,4007,11843,13576,13055,14598,11935,8290,13338,68,219,417,668,1236,1731,1978,2845,0,8,18,57,226,625,1398,3896,NA,NA,71562,2770
5/23/20,144,5,23,92463,660,6563,71,2169,9260,558,NA,433,NA,NA,4106,11975,13676,13173,14690,12020,8354,13404,70,219,423,677,1250,1753,2004,2864,0,8,18,57,228,629,1415,3948,NA,NA,71562,2770
5/24/20,145,5,24,93123,613,6623,60,2132,9308,556,NA,413,NA,NA,4231,12143,13841,13309,14815,12124,8430,13529,71,219,426,681,1254,1765,2013,2879,0,8,19,57,230,642,1430,3986,NA,NA,71562,2770
5/25/20,146,5,25,93736,566,6688,65,2108,9339,560,NA,424,NA,NA,4283,12230,13911,13377,14899,12196,8473,13651,71,221,428,682,1256,1772,2016,2893,0,8,19,57,231,646,1440,4015,NA,NA,71562,2770
5/26/20,147,5,26,94302,518,6760,72,2106,9388,556,NA,404,NA,NA,4330,12293,13965,13434,14956,12236,8511,13718,71,224,431,684,1260,1786,2027,2905,0,8,19,60,232,653,1447,4054,NA,NA,72545,2830
5/27/20,148,5,27,94820,501,6824,64,2112,9492,533,NA,377,NA,NA,4390,12371,14061,13510,15062,12303,8546,13728,73,230,435,692,1274,1799,2048,2941,0,8,20,60,233,661,1463,4101,NA,NA,72807,2830
5/28/20,149,5,28,95321,482,6875,51,1991,9618,485,NA,339,NA,NA,4453,12481,14175,13599,15160,12374,8597,13811,74,232,445,698,1294,1830,2069,2976,0,8,20,61,233,675,1482,4161,NA,NA,NA,NA
5/29/20,150,5,29,95803,526,6932,57,1904,9725,453,NA,315,NA,NA,4521,12580,14270,13689,15241,12441,8647,13882,77,237,449,700,1303,1858,2093,3008,0,9,20,61,238,686,1497,4207,NA,NA,NA,NA
5/30/20,151,5,30,96329,466,6988,56,1824,9789,436,NA,300,NA,NA,4597,12694,14373,13786,15325,12527,8682,13940,77,237,450,705,1311,1875,2108,3026,0,9,20,61,239,691,1510,4238,NA,NA,NA,NA
5/31/20,152,5,31,96795,433,7043,55,1747,9823,404,NA,289,NA,NA,4675,12778,14495,13863,15441,12616,8761,14046,77,238,451,707,1313,1882,2117,3038,0,9,21,65,240,698,1528,4285,NA,NA,NA,NA
6/1/20,153,6,1,97228,395,7077,34,1657,9951,394,NA,269,NA,NA,4908,13560,15092,14428,16173,13132,8932,14238,81,238,455,711,1330,1908,2147,3081,0,10,23,68,251,720,1565,4398,NA,NA,NA,NA
6/2/20,154,6,2,97623,368,7128,51,1684,10062,393,NA,263,NA,NA,4935,13608,15133,14479,16229,13174,8969,14292,82,241,459,717,1343,1933,2173,3114,0,11,23,68,253,728,1574,4428,NA,NA,NA,NA
