"hosp.report.rate","mean-time-vent","death-prob-home-70","death-prob-home-80","time-symp-to-hosp","dev-len-hospstay","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","contact-rate-postld-10","contact-rate-postld-20","contact-rate-postld-30","contact-rate-postld-40","contact-rate-postld-50","contact-rate-postld-60","contact-rate-postld-70","contact-rate-postld-80","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","rr.1","rr.2","rr.3"
0.815337128457682,11.6564947794698,0.0661678018452888,0.224820679158082,2.6191518919064,1.4630855990687,0.80575215184087,0.0389788327573447,0.0245402995100296,0.0431412935723399,0.0702221216015363,0.0923595595678199,0.169111888496634,0.20740900069795,0.16659390563547,0.847327063905076,4.57076328209317,6.18484270956772,5.49209332885403,4.55362594395422,3.22479473434134,3.33786228969417,8.09389667673166,5.01228160660405,4.71983692171846,2.56013642691195,1.77401001673257,1.30777551952812,0.790752940015423,0.719043328045621,1.2036104664647,1.28430387366646,0.704725407998381,173.324263959577,0.0388899432018792,0.0192837229863334,0.775956918156628
0.807514105515151,11.5737873676796,0.0642702346168154,0.229897094653511,2.61009865085125,1.46259813590869,0.804738567698462,0.0389433735585363,0.0238864614139715,0.0433471515715785,0.0695518434976623,0.0928462422148237,0.169627632170035,0.20557056859793,0.169026708647952,0.827881696448509,4.60956350873322,6.13443044358274,5.41778427600538,4.58413579198661,3.24776170938377,3.39479489433773,8.06825878135325,4.99430640461272,4.71531759496457,2.50899400569952,1.7443777344892,1.32930689253516,0.783083487052724,0.710865263538527,1.21248628675582,1.28864685939651,0.683596019893265,173.791552678947,0.00512363770462517,0.0314146224762112,0.779047929154469
0.79988839177862,11.5228297639557,0.064788185759254,0.230954160654269,2.61652672629119,1.46165422962705,0.799683134408333,0.0394048808516516,0.0232152145768463,0.0437531921726446,0.0680682197193114,0.092772360225381,0.169794944318201,0.210663987034292,0.168604144539593,0.746264109171072,4.61189645261947,6.0697018280341,5.53236695159078,4.69568267502487,3.26497508181519,3.37264963121862,8.00013919651503,5.07759229122287,4.60477061843439,2.46427936506933,1.72663628254895,1.30860664751917,0.760729461664728,0.723080933135801,1.20062159587435,1.30100332390238,0.669424438961303,174.214016258189,0.0201762448599792,0.076373703591966,0.794959401392697
0.798975041444485,11.5302395965172,0.0651938451060933,0.228089932038528,2.59115447128493,1.47387037840217,0.814428072574848,0.0391183189747222,0.0235025650170363,0.0437242977925073,0.0675805852918531,0.0932350843279946,0.169166630413406,0.215149404936601,0.170349218580199,0.825305097700471,4.64361033661672,6.00645485231396,5.48147179073605,4.57735403401514,3.22759849809784,3.2292267140436,7.97190477692478,5.02823716230478,4.65719539109952,2.54548125941692,1.77203683395882,1.33504982548831,0.798298326220027,0.731337139766368,1.17994272498414,1.30178353091318,0.67608182906626,174.75202408993,0.0232152285263598,0.0171416406596114,0.802809924724033
0.79373481663351,11.558499806492,0.0618143155740769,0.228757194870206,2.56976321242503,1.47531495331518,0.799441520887484,0.0385763122615922,0.023636511268284,0.0437690479100251,0.0683160133119051,0.0939180757016452,0.169123114080599,0.211995032465151,0.169868593421428,0.912468523742452,4.66588230163543,6.06334963344491,5.38858767979874,4.71959474222265,3.2760532617587,3.28020799369276,8.03569591795464,5.08091985948717,4.74226409524827,2.51420579722377,1.78003790573325,1.2908912880094,0.783874462210338,0.719892751081719,1.20307251943227,1.29574127737688,0.662668209388782,175.279995208698,0.0282938338480313,0.0115343946827096,0.790149634738084
0.790179701463741,11.6465894277899,0.0604890789416677,0.233042993628981,2.5368028473025,1.45081815946913,0.798661678314862,0.037613316414259,0.0245434727174094,0.0435315106456251,0.0683182001692778,0.0937093287661825,0.169793052101092,0.209753483749478,0.162872914175617,0.773073998197604,4.47677312623686,5.93637333808635,5.37980243357425,4.46232054729041,3.18897428043119,3.26711474396081,7.9017874943064,5.09596277224605,4.68413707421551,2.52076901091763,1.75612981657591,1.34892745276907,0.789225123051414,0.734621493616403,1.20778066655639,1.30445538399371,0.685422532810129,175.550720462267,0.00820967709544887,0.0269447246899617,0.816185121774359
0.783095285482297,11.593754222528,0.0575522066483753,0.228157740303384,2.55087742031783,1.46225477717538,0.815867427416985,0.0374547095375074,0.0251235221897801,0.0438181102578704,0.0696856462092089,0.0934884263929145,0.168086756051009,0.208775748127618,0.164975886799399,0.930406066068887,4.42846846867379,6.03330714209781,5.37259548202004,4.52246487729035,3.24168546151236,3.28719356103706,7.96935646256767,4.919338071787,4.62497913082715,2.53726898256621,1.69794851965787,1.2937499744464,0.759965219574527,0.736756015563355,1.21904714997092,1.30042575794293,0.680486917544017,176.167104401941,0.00640559934538748,0.0105075045932209,0.82261131683367
0.790060056052432,11.654384990504,0.0588117127400052,0.229474050703171,2.53488901214928,1.47982925979286,0.810137025437006,0.0371868895110709,0.0257440957577995,0.0437868261137756,0.0702048860730639,0.0954333451360422,0.168484095970859,0.205743413857398,0.16374212798141,0.853434429206208,4.5493268226322,5.93241040219661,5.25685630689123,4.56265035659068,3.21986415941387,3.31005214923797,8.09264748797926,5.01360638255534,4.6840015695843,2.55809426068071,1.7664591514253,1.31487804699283,0.778063681482919,0.737115538115227,1.17153784428222,1.3109864672319,0.642118144065224,175.725236064698,0.0183301550377966,0.0177328307324394,0.75490750156166
0.79124651113435,11.6615995391744,0.0582257611795401,0.231580410607239,2.50124978596205,1.48931595789465,0.805531604608313,0.0369521153722601,0.0257344134456762,0.044051074810725,0.0703507138854138,0.0948137902812915,0.168612281851306,0.203687472529553,0.163613518720053,0.785948331011125,4.56430299525399,5.93715402739223,5.33785653130508,4.51448967521571,3.2429520251498,3.39997640627676,8.10445553608392,5.06852196211898,4.65206974551353,2.56939258474859,1.73348676277909,1.2986027274488,0.798769065863983,0.734533050344958,1.17728186137859,1.33727230368605,0.666773767741168,175.832390603678,0.0124717337203112,0.0434618667312729,0.738122083698772
0.802046372920976,11.6072431290761,0.0574702790311275,0.230236304276505,2.51920473608447,1.4747369242578,0.801201104722077,0.0371447507737966,0.02665125505137,0.0437295114846854,0.068531255168272,0.0949395379859496,0.168028955592798,0.203743194191788,0.162708301457096,0.76517247657507,4.51668659954691,5.79126644498089,5.38541831555718,4.54674655458332,3.15622586990075,3.27289660778454,7.97986754671416,5.07336467739897,4.65485806372993,2.52712853125906,1.70464259201884,1.29423442722934,0.777404580130728,0.708176089287021,1.14602215374955,1.33731887353888,0.664833573737281,176.240930798715,0.00229921986347833,0.00993961511834269,0.760622045202597
