"mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","dev-len-hospstay","dev-icu-frac","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","contact-rate-10","contact-rate-20","contact-rate-30","contact-rate-40","contact-rate-50","contact-rate-60","contact-rate-70","contact-rate-80","contact-rate-postld-10","contact-rate-postld-20","contact-rate-postld-30","contact-rate-postld-40","contact-rate-postld-50","contact-rate-postld-60","contact-rate-postld-70","contact-rate-postld-80","firstlockdown-endday","rr.1"
9.26027869298922,0.0271359411727567,0.0984442336357797,0.301757192904695,0.643777928841603,0.801004529344589,0.850665514381244,0.622171201194576,0.0302843460515201,0.0347028106621485,0.0561578316087698,0.087838339317336,0.123200302910747,0.207265570741362,0.304242480030737,0.212567815129647,0.546483506708999,2.17608323311897,2.25380894995234,1.98637645721481,1.61267820265854,1.18366956528792,1.35219805653228,3.63652308815211,2.05124058623338,2.00481131545519,1.4518240284019,1.02457207341473,0.741759555714043,0.448789625106353,0.392652353557009,0.964207866450373,128.302004324674,0.822194515008662
9.31927268949198,0.0279909012175427,0.0978731283817978,0.302992521677836,0.628417282734647,0.812011148296214,0.85365632673737,0.617421395427899,0.0303168133268598,0.0347030607738826,0.0561783550864003,0.0877710257450679,0.123093117641295,0.207194961396207,0.30435226751295,0.21233961412113,0.481851450973554,2.16163794316763,2.24421759205716,1.95804301030384,1.54299531986008,1.18264515918161,1.37181763934498,3.62175621353822,2.00308780993159,1.95555480374377,1.4014632762506,1.02351426676712,0.734265086998368,0.440323800655944,0.401785819206424,0.956936863754781,128.849689084396,0.80251749929202
9.19433738839438,0.0281515386091443,0.102708109537975,0.306504056257167,0.608178753087129,0.81671113676615,0.849726132601784,0.623342689632519,0.0303114125969494,0.0346849670128122,0.0563285306209409,0.0880078989014485,0.123181476996886,0.206985111302584,0.304428902767169,0.2123477568577,0.425397611083544,2.14930568796438,2.20647294601287,1.93923228554486,1.56255508693338,1.16155671609301,1.32125089129939,3.53296252054756,1.92688691976047,1.96628360559059,1.40468711060981,1.02895272431713,0.733604328657893,0.451980955612048,0.388884345846,0.922672318836194,128.832940032228,0.813560800430635
9.15690540081103,0.0301068349725269,0.101015180962563,0.30769097416479,0.595905463820847,0.818975107664649,0.851407769179433,0.631906122420014,0.0303171729528237,0.0347132810801075,0.0561386351949463,0.088302579764243,0.123251840413076,0.206895803411896,0.304011594387966,0.212356728794493,0.428316436397603,2.13914303064866,2.19335952313486,1.92435261983706,1.53404093614325,1.15151438518983,1.33393581368152,3.54314657337438,1.96517259659391,1.97427228140478,1.41050350279995,0.99992627486446,0.717690482399093,0.45616318381466,0.392266368437108,0.964926121665145,128.813035834291,0.831755365769094
9.11582175818157,0.0297278420240591,0.10231568048381,0.311111847558197,0.589541905342301,0.817614372275153,0.854901327594867,0.63171554250648,0.0303323755803461,0.0347069117718393,0.0562222843347327,0.0883906435710276,0.123532936079687,0.20696422093661,0.303834427370523,0.212411730310657,0.415006530844869,2.11739018660458,2.22165584468974,1.91191462876259,1.54020005050547,1.14314726296439,1.35534957127291,3.54123798850511,1.97577503869529,1.88167283299887,1.37626885455343,0.97518806042392,0.70154594102139,0.428444982342078,0.383857589816648,0.939982344702125,128.098145995923,0.815282314721719
9.0574077836151,0.0284193091494593,0.102492356543732,0.312892208525127,0.582784155977492,0.819073858372663,0.858922235137832,0.626794296247938,0.0303056954212151,0.0347097285200043,0.0563427805589957,0.0884626706566423,0.123546399631245,0.206799967605785,0.304034011588817,0.212283349226189,0.408391485488707,2.10846145105951,2.18871321180894,1.88133128520549,1.48233981083443,1.11301332752004,1.33128097338872,3.48554375701617,1.93270613936095,1.98160638377893,1.4309524133983,1.02191972175046,0.744377981644506,0.44484081450965,0.397809688599631,0.965247996788171,128.74185488395,0.813046635996906
9.14395309067011,0.0289225438272163,0.101071914491724,0.309571490786214,0.585775337415024,0.810748794119597,0.849748283676925,0.62919123971694,0.0302530807731809,0.0347013907211207,0.0563810120450406,0.0882854006443396,0.123491693471047,0.206698995315413,0.304001989478141,0.212131766271647,0.361666169772956,2.05598445816508,2.17434494006814,1.88315068218209,1.49730905754751,1.13042073791502,1.29943051839451,3.38746742760178,1.99115008299199,1.99279331562821,1.41287590283349,1.01282641180416,0.701357742175138,0.44612503061441,0.409111828777796,0.96782580880677,128.154505043903,0.828538024955642
9.20774767083035,0.0291009112412608,0.103013984046581,0.308579472728808,0.573668629326067,0.804216400520723,0.851179534186371,0.628549222767407,0.0302749158253609,0.0346844304040756,0.0566911055455514,0.0883171546679494,0.123348909705231,0.20660185384239,0.303593088249535,0.211665549592485,0.396435318187651,2.0939632885493,2.16607516263242,1.92662169148953,1.51536753065308,1.14660612914936,1.34029346165041,3.4513062924346,1.85363903928561,1.90581814503476,1.38766517657276,0.979941696872456,0.717806863521026,0.441580573319243,0.382991598636558,0.90273789887888,128.83488662183,0.83356310682125
9.19024451327424,0.0306173937715237,0.103706422452339,0.312337003047625,0.567298442524875,0.820377980391181,0.850004312523438,0.625562724673694,0.0302939890992747,0.0346948917372928,0.0566806724884669,0.0885797739652755,0.123405934170902,0.206778951521316,0.303737255755292,0.21184657471108,0.476752831378924,2.18692970071673,2.27444584376451,1.97287199447091,1.55978930980554,1.1545627294049,1.36557682846792,3.59944359875658,1.90220671249272,1.93487512068392,1.40009746224389,1.00240088138075,0.712073666316258,0.44110562249053,0.393445400351616,0.932702905355864,128.594527812665,0.802721470011944
9.18657117566369,0.0314842216174069,0.104811193695064,0.316911288830905,0.566303938605756,0.821815391896741,0.856832488881099,0.61162507132685,0.0302767832799847,0.0346805852905518,0.0565959105202065,0.0884978571474218,0.123149594813232,0.206680294160061,0.303652416659279,0.211793371648132,0.480391244389683,2.17993058090655,2.29701300929764,1.95524964218278,1.59145181133508,1.1994266584221,1.35412155447016,3.58157422944923,1.98528057622893,1.96476020562878,1.40744492480966,0.993343633179408,0.733626820110276,0.447718323583435,0.4025901090217,0.949902922394488,128.828698601134,0.80794371649252
9.14065293576951,0.0320195829784634,0.10887840043661,0.315623868364932,0.563148361864509,0.83254672156354,0.854091221155774,0.612530822895235,0.0302776643753123,0.0347203149196883,0.0567207613196426,0.0888135711901403,0.122970821618827,0.206622842117889,0.303809782479121,0.211721783030055,0.410066389233737,2.1611059732644,2.22600026978815,1.89651395968413,1.52950143771969,1.14602801232864,1.34348753459682,3.52696728983023,1.97428825286132,1.9947331413074,1.41151172373619,1.04801952003289,0.759052006953822,0.452195599908189,0.409604480544563,0.970919501063963,128.599747999301,0.827069608179741
9.21296083882232,0.0329439898959313,0.105805097137693,0.318255461265427,0.551787272162674,0.833048339389983,0.855154756242735,0.605464916330475,0.0302767853583423,0.0347204378623243,0.0565600124737026,0.0889032946931214,0.123141166142922,0.206058750972217,0.30392265997239,0.2116834170642,0.437239494623376,2.16621378854336,2.237927893078,1.92453569306822,1.57104377849436,1.1662947973465,1.32805918725883,3.54503131664416,1.95551255878063,2.00650722746891,1.38048636593763,1.03138036512248,0.712055731569964,0.454049137516943,0.395587481790977,0.91468799964685,128.718029804299,0.796380160633628
9.15787578770449,0.0332729400598758,0.110432107977387,0.31536350281976,0.567524759964755,0.840271606819169,0.856234787081814,0.610395571499916,0.0302678615968369,0.0347340157164595,0.0563933534909473,0.0887577405494849,0.122929145026788,0.205856544544714,0.30387364180554,0.211689040802679,0.394880548339734,2.15444483977417,2.24400016501069,1.9817854711289,1.57658804133792,1.1484630049989,1.35554733912511,3.57619492470826,1.93758283999466,1.9675420227679,1.4081976148051,1.0269082128581,0.735160809214337,0.448891489098948,0.404898740530458,0.926690672660328,128.305921081868,0.825210414486825
9.16607635765821,0.0317655293597967,0.113252707135908,0.31928214755626,0.569282414265826,0.852460732562152,0.854177213374337,0.585331431207646,0.0302741603654462,0.0347444525603864,0.0564461350813502,0.0886980313914889,0.122913356063702,0.205817240824091,0.303642934227489,0.211662071787759,0.480460280580195,2.19162174021897,2.29074174294561,1.99585683505716,1.59261165431547,1.19366756194461,1.37506632647882,3.66917139051577,2.03366271644766,2.02129840102036,1.41899469553777,1.0026957182354,0.749500036015865,0.460243333616073,0.392970538469547,0.968291113831811,128.573191529825,0.824184375693087
9.18883223999535,0.029814467091997,0.115942482008196,0.323199409633676,0.577801299605127,0.856682614258494,0.850053535879946,0.591634475551359,0.0302630690059832,0.0347568783548681,0.0566350384252363,0.0887121916528548,0.122729246584908,0.205440373717916,0.303800878623588,0.211149326197465,0.533531456061851,2.16250530091385,2.25840433963372,1.98965002933027,1.58704133364226,1.19310721940399,1.36748243559969,3.64349525190923,2.0753891335732,2.01803631544422,1.44851477653228,1.07024555837843,0.762061873812964,0.476650041817646,0.416238372076209,0.939612831618253,128.7249341902,0.817694876466042
